date,section,commodity,specification,price_php_per_kg,source_pdf
2020-03-21,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,40.00,Price-Monitoring-March-21-2020.pdf
2020-03-21,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,48.00,Price-Monitoring-March-21-2020.pdf
2020-03-21,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-21-2020.pdf
2020-03-21,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-21-2020.pdf
2020-03-21,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-March-21-2020.pdf
2020-03-23,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,40.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,38.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,55.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-23-2020.pdf
2020-03-23,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-March-23-2020.pdf
2020-03-25,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,40.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,40.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,55.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-25-2020.pdf
2020-03-25,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-25-2020.pdf
2020-03-26,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,52.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,40.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,44.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-26-2020.pdf
2020-03-26,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-26-2020.pdf
2020-03-27,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,40.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,44.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,55.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-27-2020.pdf
2020-03-27,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-27-2020.pdf
2020-03-28,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,40.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,44.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,40.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,46.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-28-2020.pdf
2020-03-28,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-March-28-2020.pdf
2020-03-30,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,42.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-30-2020.pdf
2020-03-30,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-March-30-2020.pdf
2020-03-31,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,45.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,43.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,44.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,40.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-March-31-2020.pdf
2020-03-31,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-March-31-2020.pdf
2020-04-01,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,44.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,40.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-1-2020.pdf
2020-04-01,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-April-1-2020.pdf
2020-04-02,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,45.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,43.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,42.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-2-2020.pdf
2020-04-02,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-2-2020.pdf
2020-04-03,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,45.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,43.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,42.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-3-2020.pdf
2020-04-03,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,35.00,Price-Monitoring-April-3-2020.pdf
2020-04-04,NFA RICE,NFA (Well milled),kg,27.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,36.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,54.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,46.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,38.00,Price-Monitoring-April-4-2020.pdf
2020-04-04,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,32.00,Price-Monitoring-April-4-2020.pdf
2020-04-06,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,43.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,48.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-6-2020.pdf
2020-04-06,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-6-2020.pdf
2020-04-07,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,34.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,IMPORTED COMMERCIAL RICE,Regular milled (White tag),kg,36.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,55.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,46.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-7-2020.pdf
2020-04-07,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,39.00,Price-Monitoring-April-7-2020.pdf
2020-04-13,IMPORTED COMMERCIAL RICE,Special (Blue tag),kg,52.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,IMPORTED COMMERCIAL RICE,Premium (Yellow tag),kg,43.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,IMPORTED COMMERCIAL RICE,Well milled (White tag),kg,42.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,LOCAL COMMERCIAL RICE,Special (Blue tag),kg,50.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,LOCAL COMMERCIAL RICE,Premium (Yellow tag),kg,45.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,LOCAL COMMERCIAL RICE,Well milled (White tag),kg,40.00,Price-Monitoring-April-13-2020.pdf
2020-04-13,LOCAL COMMERCIAL RICE,Regular milled (White tag),kg,37.00,Price-Monitoring-April-13-2020.pdf
2020-08-24,IMPORTED COMMERCIAL RICE,Special,Blue tag,52.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,45.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,IMPORTED COMMERCIAL RICE,Well Milled,White tag,38.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,LOCAL COMMERCIAL RICE,Special,Blue tag,58.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,LOCAL COMMERCIAL RICE,Premium,Yellow tag,48.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-August-24-2020.pdf
2020-08-24,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-August-24-2020.pdf
2020-11-24,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-November-24-2020.pdf
2020-11-26,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-November-26-2020.pdf
2020-11-27,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-November-27-2020.pdf
2020-12-01,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-01-2020.pdf
2020-12-02,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-2-2020.pdf
2020-12-03,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-3-2020.pdf
2020-12-04,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-4-2020.pdf
2020-12-07,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-7-2020.pdf
2020-12-09,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-9-2020.pdf
2020-12-10,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-10-2020.pdf
2020-12-11,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-11-2020.pdf
2020-12-14,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-14-2020.pdf
2020-12-15,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-15-2020.pdf
2020-12-16,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-16-2020.pdf
2020-12-17,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-17-2020.pdf
2020-12-21,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-21-2020.pdf
2020-12-22,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-22-2020.pdf
2020-12-23,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-23-2020.pdf
2020-12-28,NFA RICE,NFA (Well milled),well milled,27.00,Price-Monitoring-December-28-2020.pdf
2021-01-08,IMPORTED COMMERCIAL RICE,Special,Blue tag,53.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,48.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,IMPORTED COMMERCIAL RICE,Well Milled,White tag,43.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,LOCAL COMMERCIAL RICE,Special,Blue tag,57.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-08-2021.pdf
2021-01-08,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-08-2021.pdf
2021-01-11,IMPORTED COMMERCIAL RICE,Special,Blue tag,53.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,48.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,LOCAL COMMERCIAL RICE,Special,Blue tag,57.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-11-2021.pdf
2021-01-11,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-11-2021.pdf
2021-01-12,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,48.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,IMPORTED COMMERCIAL RICE,Well Milled,White tag,43.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,LOCAL COMMERCIAL RICE,Special,Blue tag,57.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,LOCAL COMMERCIAL RICE,Well Milled,White tag,45.00,Price-Monitoring-January-12-2021.pdf
2021-01-12,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-12-2021.pdf
2021-01-13,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,IMPORTED COMMERCIAL RICE,Well Milled,White tag,43.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,LOCAL COMMERCIAL RICE,Special,Blue tag,57.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-13-2021.pdf
2021-01-13,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-13-2021.pdf
2021-01-14,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,IMPORTED COMMERCIAL RICE,Well Milled,White tag,43.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-14-2021.pdf
2021-01-14,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-14-2021.pdf
2021-01-15,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,IMPORTED COMMERCIAL RICE,Well Milled,White tag,43.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-15-2021.pdf
2021-01-15,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-15-2021.pdf
2021-01-18,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-18-2021.pdf
2021-01-18,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-18-2021.pdf
2021-01-19,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-19-2021.pdf
2021-01-19,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-19-2021.pdf
2021-01-20,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,IMPORTED COMMERCIAL RICE,Regular Milled,White tag,38.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-20-2021.pdf
2021-01-20,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-20-2021.pdf
2021-01-21,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,IMPORTED COMMERCIAL RICE,Regular Milled,White tag,38.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-21-2021.pdf
2021-01-21,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-21-2021.pdf
2021-01-22,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,LOCAL COMMERCIAL RICE,Special,Blue tag,56.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,LOCAL COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-22-2021.pdf
2021-01-22,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-22-2021.pdf
2021-01-25,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,IMPORTED COMMERCIAL RICE,Well Milled,White tag,42.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,LOCAL COMMERCIAL RICE,Special,Blue tag,57.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,LOCAL COMMERCIAL RICE,Premium,Yellow tag,50.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,LOCAL COMMERCIAL RICE,Well Milled,White tag,46.00,Price-Monitoring-January-25-2021.pdf
2021-01-25,LOCAL COMMERCIAL RICE,Regular Milled,White tag,40.00,Price-Monitoring-January-25-2021.pdf
2021-01-26,IMPORTED COMMERCIAL RICE,Special,Blue tag,55.00,Price-Monitoring-January-26-2021.pdf
2021-01-26,IMPORTED COMMERCIAL RICE,Premium,Yellow tag,47.00,Price-Monitoring-January-26-2021.pdf
2021-01-26,IMPORTED COMMERCIAL RICE,Well Milled,White tag,44.00,Price-Monitoring-January-26-2021.pdf
