date,section,commodity,specification,price_php_per_kg,source_pdf
2025-06-07,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.00,Daily-Price-Index-June-7-2025.pdf
2025-06-07,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.50,Daily-Price-Index-June-7-2025.pdf
2025-06-07,LOCAL COMMERCIAL RICE,Premium,5% broken,50.05,Daily-Price-Index-June-7-2025.pdf
2025-06-07,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.60,Daily-Price-Index-June-7-2025.pdf
2025-06-07,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.67,Daily-Price-Index-June-7-2025.pdf
2025-06-08,IMPORTED COMMERCIAL RICE,Fancy,White Rice,61.33,Daily-Price-Index-June-8-2025.pdf
2025-06-08,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.29,Daily-Price-Index-June-8-2025.pdf
2025-06-08,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.00,Daily-Price-Index-June-8-2025.pdf
2025-06-08,LOCAL COMMERCIAL RICE,Premium,5% broken,52.29,Daily-Price-Index-June-8-2025.pdf
2025-06-08,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.50,Daily-Price-Index-June-8-2025.pdf
2025-06-08,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.00,Daily-Price-Index-June-8-2025.pdf
2025-06-09,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.65,Daily-Price-Index-June-9-2025.pdf
2025-06-09,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.79,Daily-Price-Index-June-9-2025.pdf
2025-06-09,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.57,Daily-Price-Index-June-9-2025.pdf
2025-06-09,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.86,Daily-Price-Index-June-9-2025.pdf
2025-06-09,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.80,Daily-Price-Index-June-9-2025.pdf
2025-06-09,LOCAL COMMERCIAL RICE,Premium,5% broken,51.87,Daily-Price-Index-June-9-2025.pdf
2025-06-09,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.80,Daily-Price-Index-June-9-2025.pdf
2025-06-09,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.28,Daily-Price-Index-June-9-2025.pdf
2025-06-10,IMPORTED COMMERCIAL RICE,Fancy,White Rice,59.13,Daily-Price-Index-June-10-2025.pdf
2025-06-10,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.57,Daily-Price-Index-June-10-2025.pdf
2025-06-10,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.80,Daily-Price-Index-June-10-2025.pdf
2025-06-10,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.50,Daily-Price-Index-June-10-2025.pdf
2025-06-10,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.63,Daily-Price-Index-June-10-2025.pdf
2025-06-10,LOCAL COMMERCIAL RICE,Premium,5% broken,51.59,Daily-Price-Index-June-10-2025.pdf
2025-06-10,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.75,Daily-Price-Index-June-10-2025.pdf
2025-06-10,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.15,Daily-Price-Index-June-10-2025.pdf
2025-06-11,IMPORTED COMMERCIAL RICE,Fancy,White Rice,59.13,Daily-Price-Index-June-11-2025.pdf
2025-06-11,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.48,Daily-Price-Index-June-11-2025.pdf
2025-06-11,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.83,Daily-Price-Index-June-11-2025.pdf
2025-06-11,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.54,Daily-Price-Index-June-11-2025.pdf
2025-06-11,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.74,Daily-Price-Index-June-11-2025.pdf
2025-06-11,LOCAL COMMERCIAL RICE,Premium,5% broken,51.33,Daily-Price-Index-June-11-2025.pdf
2025-06-11,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.60,Daily-Price-Index-June-11-2025.pdf
2025-06-11,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.05,Daily-Price-Index-June-11-2025.pdf
2025-06-12,IMPORTED COMMERCIAL RICE,Fancy,White Rice,57.17,Daily-Price-Index-June-12-2025.pdf
2025-06-12,IMPORTED COMMERCIAL RICE,Premium,5% broken,47.00,Daily-Price-Index-June-12-2025.pdf
2025-06-12,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.75,Daily-Price-Index-June-12-2025.pdf
2025-06-12,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.29,Daily-Price-Index-June-12-2025.pdf
2025-06-12,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.57,Daily-Price-Index-June-12-2025.pdf
2025-06-12,LOCAL COMMERCIAL RICE,Premium,5% broken,53.58,Daily-Price-Index-June-12-2025.pdf
2025-06-12,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,46.03,Daily-Price-Index-June-12-2025.pdf
2025-06-12,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.28,Daily-Price-Index-June-12-2025.pdf
2025-06-13,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.20,Daily-Price-Index-June-13-2025.pdf
2025-06-13,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.86,Daily-Price-Index-June-13-2025.pdf
2025-06-13,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.17,Daily-Price-Index-June-13-2025.pdf
2025-06-13,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,41.62,Daily-Price-Index-June-13-2025.pdf
2025-06-13,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.63,Daily-Price-Index-June-13-2025.pdf
2025-06-13,LOCAL COMMERCIAL RICE,Premium,5% broken,51.61,Daily-Price-Index-June-13-2025.pdf
2025-06-13,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.38,Daily-Price-Index-June-13-2025.pdf
2025-06-13,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.24,Daily-Price-Index-June-13-2025.pdf
2025-06-14,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.26,Daily-Price-Index-June-14-2025.pdf
2025-06-14,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.99,Daily-Price-Index-June-14-2025.pdf
2025-06-14,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,41.86,Daily-Price-Index-June-14-2025.pdf
2025-06-14,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.87,Daily-Price-Index-June-14-2025.pdf
2025-06-14,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.06,Daily-Price-Index-June-14-2025.pdf
2025-06-14,LOCAL COMMERCIAL RICE,Premium,5% broken,50.89,Daily-Price-Index-June-14-2025.pdf
2025-06-14,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.79,Daily-Price-Index-June-14-2025.pdf
2025-06-14,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.76,Daily-Price-Index-June-14-2025.pdf
2025-06-15,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.00,Daily-Price-Index-June-15-2025.pdf
2025-06-15,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.25,Daily-Price-Index-June-15-2025.pdf
2025-06-15,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.00,Daily-Price-Index-June-15-2025.pdf
2025-06-15,LOCAL COMMERCIAL RICE,Premium,5% broken,51.75,Daily-Price-Index-June-15-2025.pdf
2025-06-15,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.00,Daily-Price-Index-June-15-2025.pdf
2025-06-15,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,36.67,Daily-Price-Index-June-15-2025.pdf
2025-06-16,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.48,Daily-Price-Index-June-16-2025.pdf
2025-06-16,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.36,Daily-Price-Index-June-16-2025.pdf
2025-06-16,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.11,Daily-Price-Index-June-16-2025.pdf
2025-06-16,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.47,Daily-Price-Index-June-16-2025.pdf
2025-06-16,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.79,Daily-Price-Index-June-16-2025.pdf
2025-06-16,LOCAL COMMERCIAL RICE,Premium,5% broken,51.11,Daily-Price-Index-June-16-2025.pdf
2025-06-16,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.34,Daily-Price-Index-June-16-2025.pdf
2025-06-16,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.28,Daily-Price-Index-June-16-2025.pdf
2025-06-17,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.48,Daily-Price-Index-June-17-2025.pdf
2025-06-17,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.01,Daily-Price-Index-June-17-2025.pdf
2025-06-17,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.17,Daily-Price-Index-June-17-2025.pdf
2025-06-17,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,41.14,Daily-Price-Index-June-17-2025.pdf
2025-06-17,LOCAL COMMERCIAL RICE,Fancy,White Rice,58.39,Daily-Price-Index-June-17-2025.pdf
2025-06-17,LOCAL COMMERCIAL RICE,Premium,5% broken,50.48,Daily-Price-Index-June-17-2025.pdf
2025-06-17,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.35,Daily-Price-Index-June-17-2025.pdf
2025-06-17,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.56,Daily-Price-Index-June-17-2025.pdf
2025-06-18,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.48,Daily-Price-Index-June-18-2025.pdf
2025-06-18,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.23,Daily-Price-Index-June-18-2025.pdf
2025-06-18,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.58,Daily-Price-Index-June-18-2025.pdf
2025-06-18,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.71,Daily-Price-Index-June-18-2025.pdf
2025-06-18,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.83,Daily-Price-Index-June-18-2025.pdf
2025-06-18,LOCAL COMMERCIAL RICE,Premium,5% broken,51.62,Daily-Price-Index-June-18-2025.pdf
2025-06-18,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.53,Daily-Price-Index-June-18-2025.pdf
2025-06-18,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.32,Daily-Price-Index-June-18-2025.pdf
2025-06-19,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.44,Daily-Price-Index-June-19-2025.pdf
2025-06-19,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.65,Daily-Price-Index-June-19-2025.pdf
2025-06-19,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.91,Daily-Price-Index-June-19-2025.pdf
2025-06-19,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,41.07,Daily-Price-Index-June-19-2025.pdf
2025-06-19,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.66,Daily-Price-Index-June-19-2025.pdf
2025-06-19,LOCAL COMMERCIAL RICE,Premium,5% broken,50.69,Daily-Price-Index-June-19-2025.pdf
2025-06-19,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.04,Daily-Price-Index-June-19-2025.pdf
2025-06-19,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.81,Daily-Price-Index-June-19-2025.pdf
2025-06-20,IMPORTED COMMERCIAL RICE,Fancy,White Rice,57.59,Daily-Price-Index-June-20-2025.pdf
2025-06-20,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.49,Daily-Price-Index-June-20-2025.pdf
2025-06-20,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.58,Daily-Price-Index-June-20-2025.pdf
2025-06-20,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.67,Daily-Price-Index-June-20-2025.pdf
2025-06-20,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.17,Daily-Price-Index-June-20-2025.pdf
2025-06-20,LOCAL COMMERCIAL RICE,Premium,5% broken,52.55,Daily-Price-Index-June-20-2025.pdf
2025-06-20,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,45.11,Daily-Price-Index-June-20-2025.pdf
2025-06-20,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.82,Daily-Price-Index-June-20-2025.pdf
2025-06-21,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.44,Daily-Price-Index-June-21-2025.pdf
2025-06-21,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.73,Daily-Price-Index-June-21-2025.pdf
2025-06-21,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.40,Daily-Price-Index-June-21-2025.pdf
2025-06-21,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.26,Daily-Price-Index-June-21-2025.pdf
2025-06-21,LOCAL COMMERCIAL RICE,Fancy,White Rice,56.75,Daily-Price-Index-June-21-2025.pdf
2025-06-21,LOCAL COMMERCIAL RICE,Premium,5% broken,50.61,Daily-Price-Index-June-21-2025.pdf
2025-06-21,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.20,Daily-Price-Index-June-21-2025.pdf
2025-06-21,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.64,Daily-Price-Index-June-21-2025.pdf
2025-06-22,IMPORTED COMMERCIAL RICE,Fancy,White Rice,62.00,Daily-Price-Index-June-22-2025.pdf
2025-06-22,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.17,Daily-Price-Index-June-22-2025.pdf
2025-06-22,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.67,Daily-Price-Index-June-22-2025.pdf
2025-06-22,LOCAL COMMERCIAL RICE,Premium,5% broken,52.00,Daily-Price-Index-June-22-2025.pdf
2025-06-22,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.40,Daily-Price-Index-June-22-2025.pdf
2025-06-22,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.50,Daily-Price-Index-June-22-2025.pdf
2025-06-24,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.75,Daily-Price-Index-June-24-2025.pdf
2025-06-24,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.27,Daily-Price-Index-June-24-2025.pdf
2025-06-24,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.71,Daily-Price-Index-June-24-2025.pdf
2025-06-24,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.90,Daily-Price-Index-June-24-2025.pdf
2025-06-24,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.32,Daily-Price-Index-June-24-2025.pdf
2025-06-24,LOCAL COMMERCIAL RICE,Premium,5% broken,51.28,Daily-Price-Index-June-24-2025.pdf
2025-06-24,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.28,Daily-Price-Index-June-24-2025.pdf
2025-06-24,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.48,Daily-Price-Index-June-24-2025.pdf
2025-06-25,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.71,Daily-Price-Index-June-25-2025.pdf
2025-06-25,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.26,Daily-Price-Index-June-25-2025.pdf
2025-06-25,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.89,Daily-Price-Index-June-25-2025.pdf
2025-06-25,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.86,Daily-Price-Index-June-25-2025.pdf
2025-06-25,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.38,Daily-Price-Index-June-25-2025.pdf
2025-06-25,LOCAL COMMERCIAL RICE,Premium,5% broken,51.32,Daily-Price-Index-June-25-2025.pdf
2025-06-25,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.32,Daily-Price-Index-June-25-2025.pdf
2025-06-25,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.24,Daily-Price-Index-June-25-2025.pdf
2025-06-26,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.71,Daily-Price-Index-June-26-2025.pdf
2025-06-26,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.26,Daily-Price-Index-June-26-2025.pdf
2025-06-26,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.55,Daily-Price-Index-June-26-2025.pdf
2025-06-26,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.86,Daily-Price-Index-June-26-2025.pdf
2025-06-26,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.48,Daily-Price-Index-June-26-2025.pdf
2025-06-26,LOCAL COMMERCIAL RICE,Premium,5% broken,51.23,Daily-Price-Index-June-26-2025.pdf
2025-06-26,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.23,Daily-Price-Index-June-26-2025.pdf
2025-06-26,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.23,Daily-Price-Index-June-26-2025.pdf
2025-06-27,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.71,Daily-Price-Index-June-27-2025.pdf
2025-06-27,IMPORTED COMMERCIAL RICE,Premium,5% broken,46.40,Daily-Price-Index-June-27-2025.pdf
2025-06-27,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.69,Daily-Price-Index-June-27-2025.pdf
2025-06-27,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,40.81,Daily-Price-Index-June-27-2025.pdf
2025-06-27,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.43,Daily-Price-Index-June-27-2025.pdf
2025-06-27,LOCAL COMMERCIAL RICE,Premium,5% broken,51.75,Daily-Price-Index-June-27-2025.pdf
2025-06-27,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.86,Daily-Price-Index-June-27-2025.pdf
2025-06-27,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.41,Daily-Price-Index-June-27-2025.pdf
2025-06-28,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.44,Daily-Price-Index-June-28-2025.pdf
2025-06-28,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.82,Daily-Price-Index-June-28-2025.pdf
2025-06-28,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.42,Daily-Price-Index-June-28-2025.pdf
2025-06-28,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.67,Daily-Price-Index-June-28-2025.pdf
2025-06-28,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.45,Daily-Price-Index-June-28-2025.pdf
2025-06-28,LOCAL COMMERCIAL RICE,Premium,5% broken,50.76,Daily-Price-Index-June-28-2025.pdf
2025-06-28,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.10,Daily-Price-Index-June-28-2025.pdf
2025-06-28,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.93,Daily-Price-Index-June-28-2025.pdf
2025-06-29,IMPORTED COMMERCIAL RICE,Fancy,White Rice,61.50,Daily-Price-Index-June-29-2025.pdf
2025-06-29,IMPORTED COMMERCIAL RICE,Premium,5% broken,44.83,Daily-Price-Index-June-29-2025.pdf
2025-06-29,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,40.00,Daily-Price-Index-June-29-2025.pdf
2025-06-29,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.67,Daily-Price-Index-June-29-2025.pdf
2025-06-29,LOCAL COMMERCIAL RICE,Premium,5% broken,52.00,Daily-Price-Index-June-29-2025.pdf
2025-06-29,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.00,Daily-Price-Index-June-29-2025.pdf
2025-06-29,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.50,Daily-Price-Index-June-29-2025.pdf
2025-06-30,IMPORTED COMMERCIAL RICE,Fancy,White Rice,62.80,Daily-Price-Index-June-30-2025.pdf
2025-06-30,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.58,Daily-Price-Index-June-30-2025.pdf
2025-06-30,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.75,Daily-Price-Index-June-30-2025.pdf
2025-06-30,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.00,Daily-Price-Index-June-30-2025.pdf
2025-06-30,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.32,Daily-Price-Index-June-30-2025.pdf
2025-06-30,LOCAL COMMERCIAL RICE,Premium,5% broken,49.95,Daily-Price-Index-June-30-2025.pdf
2025-06-30,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.68,Daily-Price-Index-June-30-2025.pdf
2025-06-30,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.98,Daily-Price-Index-June-30-2025.pdf
2025-07-01,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.77,Daily-Price-Index-July-1-2025.pdf
2025-07-01,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.96,Daily-Price-Index-July-1-2025.pdf
2025-07-01,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.90,Daily-Price-Index-July-1-2025.pdf
2025-07-01,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.17,Daily-Price-Index-July-1-2025.pdf
2025-07-01,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.57,Daily-Price-Index-July-1-2025.pdf
2025-07-01,LOCAL COMMERCIAL RICE,Premium,5% broken,50.96,Daily-Price-Index-July-1-2025.pdf
2025-07-01,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.06,Daily-Price-Index-July-1-2025.pdf
2025-07-01,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.25,Daily-Price-Index-July-1-2025.pdf
2025-07-02,IMPORTED COMMERCIAL RICE,Fancy,White Rice,58.89,Daily-Price-Index-July-2-2025.pdf
2025-07-02,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.63,Daily-Price-Index-July-2-2025.pdf
2025-07-02,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,42.82,Daily-Price-Index-July-2-2025.pdf
2025-07-02,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.25,Daily-Price-Index-July-2-2025.pdf
2025-07-02,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.53,Daily-Price-Index-July-2-2025.pdf
2025-07-02,LOCAL COMMERCIAL RICE,Premium,5% broken,50.45,Daily-Price-Index-July-2-2025.pdf
2025-07-02,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.56,Daily-Price-Index-July-2-2025.pdf
2025-07-02,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,37.95,Daily-Price-Index-July-2-2025.pdf
2025-07-03,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.28,Daily-Price-Index-July-3-2025.pdf
2025-07-03,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.98,Daily-Price-Index-July-3-2025.pdf
2025-07-03,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,43.92,Daily-Price-Index-July-3-2025.pdf
2025-07-03,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.39,Daily-Price-Index-July-3-2025.pdf
2025-07-03,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.62,Daily-Price-Index-July-3-2025.pdf
2025-07-03,LOCAL COMMERCIAL RICE,Premium,5% broken,51.15,Daily-Price-Index-July-3-2025.pdf
2025-07-03,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.15,Daily-Price-Index-July-3-2025.pdf
2025-07-03,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.56,Daily-Price-Index-July-3-2025.pdf
2025-07-04,IMPORTED COMMERCIAL RICE,Fancy,White Rice,56.57,Daily-Price-Index-July-4-2025.pdf
2025-07-04,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.99,Daily-Price-Index-July-4-2025.pdf
2025-07-04,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.12,Daily-Price-Index-July-4-2025.pdf
2025-07-04,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.39,Daily-Price-Index-July-4-2025.pdf
2025-07-04,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.65,Daily-Price-Index-July-4-2025.pdf
2025-07-04,LOCAL COMMERCIAL RICE,Premium,5% broken,51.18,Daily-Price-Index-July-4-2025.pdf
2025-07-04,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,44.08,Daily-Price-Index-July-4-2025.pdf
2025-07-04,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.66,Daily-Price-Index-July-4-2025.pdf
2025-07-05,IMPORTED COMMERCIAL RICE,Fancy,White Rice,53.26,Daily-Price-Index-July-5-2025.pdf
2025-07-05,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.37,Daily-Price-Index-July-5-2025.pdf
2025-07-05,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.33,Daily-Price-Index-July-5-2025.pdf
2025-07-05,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.11,Daily-Price-Index-July-5-2025.pdf
2025-07-05,LOCAL COMMERCIAL RICE,Fancy,White Rice,57.86,Daily-Price-Index-July-5-2025.pdf
2025-07-05,LOCAL COMMERCIAL RICE,Premium,5% broken,50.16,Daily-Price-Index-July-5-2025.pdf
2025-07-05,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,43.96,Daily-Price-Index-July-5-2025.pdf
2025-07-05,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,38.14,Daily-Price-Index-July-5-2025.pdf
2025-07-06,IMPORTED COMMERCIAL RICE,Fancy,White Rice,50.73,Daily-Price-Index-July-6-2025.pdf
2025-07-06,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.21,Daily-Price-Index-July-6-2025.pdf
2025-07-06,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,49.00,Daily-Price-Index-July-6-2025.pdf
2025-07-06,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,41.00,Daily-Price-Index-July-6-2025.pdf
2025-07-06,LOCAL COMMERCIAL RICE,Fancy,White Rice,59.14,Daily-Price-Index-July-6-2025.pdf
2025-07-06,LOCAL COMMERCIAL RICE,Premium,5% broken,51.80,Daily-Price-Index-July-6-2025.pdf
2025-07-06,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,45.79,Daily-Price-Index-July-6-2025.pdf
2025-07-06,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,39.46,Daily-Price-Index-July-6-2025.pdf
2025-07-07,IMPORTED COMMERCIAL RICE,Fancy,White Rice,55.59,Daily-Price-Index-July-7-2025.pdf
2025-07-07,IMPORTED COMMERCIAL RICE,Premium,5% broken,45.70,Daily-Price-Index-July-7-2025.pdf
2025-07-07,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,44.91,Daily-Price-Index-July-7-2025.pdf
