pmo,port_type,cargo_type,movement_type,service_area,month,year,month_year,Quarter_year, volume_metrictons 
pmo danao,cpa port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,"165,792.75"
pmo danao,cpa port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,"8,453.43"
pmo danao,cpa port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,"172,900.25"
pmo danao,cpa port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,cpa port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Bulk,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Breakbulk,inbound,domestic,june,2022,Jun-22,Q2_2022,101.53
pmo danao,lgu port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,lgu port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Bulk,inbound,domestic,june,2022,Jun-22,Q2_2022,"3,780.00"
pmo danao,private port,Breakbulk,inbound,domestic,june,2022,Jun-22,Q2_2022,"1,555.33"
pmo danao,private port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,"60,312.50"
pmo danao,private port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,"57,509.75"
pmo danao,private port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,"43,168.00"
pmo danao,private port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo danao,private port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Bulk,inbound,domestic,june,2022,Jun-22,Q2_2022,"1,970.19"
pmo argao,cpa port,Breakbulk,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,"26,694.75"
pmo argao,cpa port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,"32,628.00"
pmo argao,cpa port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Bulk,inbound,domestic,june,2022,Jun-22,Q2_2022,"2,250.00"
pmo argao,lgu port,Breakbulk,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Bulk,inbound,domestic,june,2022,Jun-22,Q2_2022,"48,076.86"
pmo argao,private port,Breakbulk,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Containerized,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Rolling,inbound,domestic,june,2022,Jun-22,Q2_2022,"314,906.75"
pmo argao,private port,Bulk,outbound,domestic,june,2022,Jun-22,Q2_2022,"94,824.69"
pmo argao,private port,Breakbulk,outbound,domestic,june,2022,Jun-22,Q2_2022,"151,439.48"
pmo argao,private port,Containerized,outbound,domestic,june,2022,Jun-22,Q2_2022,"11,445.00"
pmo argao,private port,Rolling,outbound,domestic,june,2022,Jun-22,Q2_2022,"261,104.00"
pmo argao,private port,Bulk,import,foreign,june,2022,Jun-22,Q2_2022,"241,253.45"
pmo argao,private port,Breakbulk,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Containerized,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Rolling,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Bulk,export,foreign,june,2022,Jun-22,Q2_2022,"76,500.00"
pmo argao,private port,Breakbulk,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Containerized,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Rolling,export,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"21,314.42"
pmo cip,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,"17,937.50"
pmo cip,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"2,127.29"
pmo cip,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,"9,152.50"
pmo cip,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,"9,810.00"
pmo cip,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,"7,064.81"
pmo cip,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,"313,845.00"
pmo cip,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,120
pmo cip,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,"78,015.00"
pmo cip,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"11,618.71"
pmo cip,private port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"1,397.71"
pmo cip,private port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,"22,762.00"
pmo cip,private port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo pier 4,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"21,444.41"
pmo pier 4,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,"248,911.25"
pmo pier 4,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"95,553.00"
pmo pier 4,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo pier 4,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"73,551.16"
pmo pier 4,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,"164,936.79"
pmo pier 4,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"97,612.00"
pmo pier 4,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"27,186.87"
pmo pier 3,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"9,635.33"
pmo pier 3,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,"2,808.75"
pmo pier 3,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"95,900.75"
pmo pier 3,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"4,888.40"
pmo pier 3,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"18,552.70"
pmo pier 3,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,"6,177.50"
pmo pier 3,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"87,056.25"
pmo pier 3,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 1,cpa port,Bulk,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"9,265.75"
pmo pier 1,cpa port,Breakbulk,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"20,512.83"
pmo pier 1,cpa port,Containerized,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"6,186.25"
pmo pier 1,cpa port,Rolling,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"42,574.00"
pmo pier 1,cpa port,Bulk,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"9,525.00"
pmo pier 1,cpa port,Breakbulk,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"56,249.15"
pmo pier 1,cpa port,Containerized,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"14,525.00"
pmo pier 1,cpa port,Rolling,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"46,461.25"
pmo pier 1,cpa port,Bulk,Import,Foreign,july,2022,Jul-22,Q3_2022,"24,138.31"
pmo pier 1,Private port,Bulk,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"3,631.69"
pmo pier 1,Private port,Containerized,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"50,925.00"
pmo pier 1,Private port,Rolling,Inbound,Domestic,july,2022,Jul-22,Q3_2022,"30,367.50"
pmo pier 1,Private port,Bulk,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"13,600.00"
pmo pier 1,Private port,Containerized,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"10,010.00"
pmo pier 1,Private port,Rolling,Outbound,Domestic,july,2022,Jul-22,Q3_2022,"25,706.00"
pmo mandaue,private port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"93,001.28"
pmo mandaue,private port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"37,824.04"
pmo mandaue,private port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,"39,252.50"
pmo mandaue,private port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"130,460.25"
pmo mandaue,private port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,760
pmo mandaue,private port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"32,785.97"
pmo mandaue,private port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,"29,369.38"
pmo mandaue,private port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"141,183.25"
pmo mandaue,private port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"9,591.50"
pmo mandaue,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"9,591.50"
pmo mandaue,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"9,389.50"
pmo mandaue,lgu port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"9,389.50"
pmo mandaue,lgu port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"7,149.08"
pmo sta fe,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"260,654.75"
pmo sta fe,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,924
pmo sta fe,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"264,488.00"
pmo sta fe,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"15,538.00"
pmo sta fe,lgu port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"50,526.25"
pmo sta fe,lgu port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"41,053.00"
pmo sta fe,lgu port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,lgu port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"5,438.03"
pmo sta fe,private port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,37.99
pmo sta fe,private port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"5,925.00"
pmo sta fe,private port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,560
pmo sta fe,private port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"5,535.00"
pmo sta fe,private port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo sta fe,private port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022,"6,160.00"
pmo toledo,cpa port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022,750
pmo toledo,cpa port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,cpa port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"116,620.25"
pmo toledo,cpa port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"1,000.00"
pmo toledo,cpa port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022,"4,500.00"
pmo toledo,cpa port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,cpa port,Rolling,outbound,domestic,july,2022,Jul-22,Q3_2022,"107,214.50"
pmo toledo,cpa port,Bulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Breakbulk,import,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Containerized,import,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Rolling,import,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Bulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Breakbulk,export,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Containerized,export,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,cpa port,Rolling,export,foreign,july,2022,Jul-22,Q3_2022,
pmo toledo,lgu port,Bulk,inbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,lgu port,Breakbulk,inbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,lgu port,Containerized,inbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,lgu port,Rolling,inbound,domestic,july,2022,Jul-22,Q3_2022,"137,886.75"
pmo toledo,lgu port,Bulk,outbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,lgu port,Breakbulk,outbound,domestic,july,2022,Jul-22,Q3_2022, -   
pmo toledo,lgu port,Containerized,outbound,domestic,july,2022,Jul-22,Q3_2022, -   
