pmo,port_type,rolling_cargo_type,movement_type,service area,month,year,mont_year,Quarter,volume_units
pmo pier 1,cpa port,6W  4800-7500,Outbound,Domestic,october,2022,Oct-22,Q4_2022,20
pmo pier 1,cpa port,6W  7600-15000,Outbound,Domestic,october,2022,Oct-22,Q4_2022,119
pmo pier 1,cpa port,8W-10W  20000-25000,Outbound,Domestic,october,2022,Oct-22,Q4_2022,4
pmo pier 1,cpa port,10W  26000-over,Outbound,Domestic,october,2022,Oct-22,Q4_2022,317
pmo pier 1,cpa port,Heavy Equipment,Outbound,Domestic,october,2022,Oct-22,Q4_2022,1
pmo pier 1,private port,Motor Cycle/ Motor Bike,Inbound,Domestic,october,2022,Oct-22,Q4_2022,3
pmo pier 1,private port,4W  2400-over,Inbound,Domestic,october,2022,Oct-22,Q4_2022,16
pmo pier 1,private port,6W  7600-15000,Inbound,Domestic,october,2022,Oct-22,Q4_2022,20
pmo pier 1,private port,8W-10W  20000-25000,Inbound,Domestic,october,2022,Oct-22,Q4_2022,14
pmo pier 1,private port,10W  26000-over,Inbound,Domestic,october,2022,Oct-22,Q4_2022,343
pmo pier 1,private port,Heavy Equipment,Inbound,Domestic,october,2022,Oct-22,Q4_2022,2
pmo pier 1,private port,Motor Cycle/ Motor Bike,Outbound,Domestic,october,2022,Oct-22,Q4_2022,4
pmo pier 1,private port,4W  2400-over,Outbound,Domestic,october,2022,Oct-22,Q4_2022,13
pmo pier 1,private port,6W  7600-15000,Outbound,Domestic,october,2022,Oct-22,Q4_2022,9
pmo pier 1,private port,8W-10W  20000-25000,Outbound,Domestic,october,2022,Oct-22,Q4_2022,7
pmo pier 1,private port,10W  26000-over,Outbound,Domestic,october,2022,Oct-22,Q4_2022,312
pmo pier 1,private port,Heavy Equipment,Outbound,Domestic,october,2022,Oct-22,Q4_2022,30
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,838
pmo pier 4,cpa port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,672
pmo pier 4,cpa port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,1048
pmo pier 4,cpa port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,77
pmo pier 4,cpa port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,247
pmo pier 4,cpa port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,15
pmo pier 4,cpa port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,1211
pmo pier 4,cpa port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,4
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,626
pmo pier 4,cpa port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,478
pmo pier 4,cpa port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,956
pmo pier 4,cpa port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,108
pmo pier 4,cpa port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,285
pmo pier 4,cpa port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,18
pmo pier 4,cpa port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,1192
pmo pier 4,cpa port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,12
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,1203
pmo pier 3,cpa port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,1050
pmo pier 3,cpa port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,1075
pmo pier 3,cpa port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,363
pmo pier 3,cpa port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,370
pmo pier 3,cpa port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,489
pmo pier 3,cpa port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,420
pmo pier 3,cpa port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,23
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,904
pmo pier 3,cpa port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,1031
pmo pier 3,cpa port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,1059
pmo pier 3,cpa port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,387
pmo pier 3,cpa port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,393
pmo pier 3,cpa port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,402
pmo pier 3,cpa port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,375
pmo pier 3,cpa port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,0
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Inbound,Domestic,november,2022,Nov-22,Q4_2022,427
pmo pier 1,cpa port,4W  1100-2300,Inbound,Domestic,november,2022,Nov-22,Q4_2022,58
pmo pier 1,cpa port,4W  2400-over,Inbound,Domestic,november,2022,Nov-22,Q4_2022,250
pmo pier 1,cpa port,6W  4800-7500,Inbound,Domestic,november,2022,Nov-22,Q4_2022,35
pmo pier 1,cpa port,6W  7600-15000,Inbound,Domestic,november,2022,Nov-22,Q4_2022,133
pmo pier 1,cpa port,8W-10W  20000-25000,Inbound,Domestic,november,2022,Nov-22,Q4_2022,3
pmo pier 1,cpa port,10W  26000-over,Inbound,Domestic,november,2022,Nov-22,Q4_2022,437
pmo pier 1,cpa port,Heavy Equipment,Inbound,Domestic,november,2022,Nov-22,Q4_2022,5
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Outbound,Domestic,november,2022,Nov-22,Q4_2022,415
pmo pier 1,cpa port,4W  1100-2300,Outbound,Domestic,november,2022,Nov-22,Q4_2022,124
pmo pier 1,cpa port,4W  2400-over,Outbound,Domestic,november,2022,Nov-22,Q4_2022,383
pmo pier 1,cpa port,6W  4800-7500,Outbound,Domestic,november,2022,Nov-22,Q4_2022,33
pmo pier 1,cpa port,6W  7600-15000,Outbound,Domestic,november,2022,Nov-22,Q4_2022,119
pmo pier 1,cpa port,8W-10W  20000-25000,Outbound,Domestic,november,2022,Nov-22,Q4_2022,2
pmo pier 1,cpa port,10W  26000-over,Outbound,Domestic,november,2022,Nov-22,Q4_2022,393
pmo pier 1,cpa port,Heavy Equipment,Outbound,Domestic,november,2022,Nov-22,Q4_2022,3
pmo pier 1,private port,4W  2400-over,Inbound,Domestic,november,2022,Nov-22,Q4_2022,32
pmo pier 1,private port,6W  7600-15000,Inbound,Domestic,november,2022,Nov-22,Q4_2022,8
pmo pier 1,private port,8W-10W  20000-25000,Inbound,Domestic,november,2022,Nov-22,Q4_2022,14
pmo pier 1,private port,10W  26000-over,Inbound,Domestic,november,2022,Nov-22,Q4_2022,350
pmo pier 1,private port,Heavy Equipment,Inbound,Domestic,november,2022,Nov-22,Q4_2022,1
pmo pier 1,private port,Motor Cycle/ Motor Bike,Outbound,Domestic,november,2022,Nov-22,Q4_2022,2
pmo pier 1,private port,4W  2400-over,Outbound,Domestic,november,2022,Nov-22,Q4_2022,12
pmo pier 1,private port,6W  7600-15000,Outbound,Domestic,november,2022,Nov-22,Q4_2022,18
pmo pier 1,private port,8W-10W  20000-25000,Outbound,Domestic,november,2022,Nov-22,Q4_2022,3
pmo pier 1,private port,10W  26000-over,Outbound,Domestic,november,2022,Nov-22,Q4_2022,265
pmo pier 1,private port,Heavy Equipment,Outbound,Domestic,november,2022,Nov-22,Q4_2022,1
pmo mandaue,private port,Motor Cycle/ Motor Bike,inbound,domestic,November,2022,Nov-22,Q4_2022,26
pmo mandaue,private port,4W  1100-2300,inbound,domestic,November,2022,Nov-22,Q4_2022,2
pmo mandaue,private port,4W  2400-over,inbound,domestic,November,2022,Nov-22,Q4_2022,182
pmo mandaue,private port,6W  4800-7500,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,6W  7600-15000,inbound,domestic,November,2022,Nov-22,Q4_2022,409
pmo mandaue,private port,8W-10W  20000-25000,inbound,domestic,November,2022,Nov-22,Q4_2022,16
pmo mandaue,private port,10W  26000-over,inbound,domestic,November,2022,Nov-22,Q4_2022,1667
pmo mandaue,private port,Heavy Equipment,inbound,domestic,November,2022,Nov-22,Q4_2022,12
pmo mandaue,private port,Motor Cycle/ Motor Bike,outbound,domestic,November,2022,Nov-22,Q4_2022,48
pmo mandaue,private port,4W  1100-2300,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,4W  2400-over,outbound,domestic,November,2022,Nov-22,Q4_2022,246
pmo mandaue,private port,6W  4800-7500,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,6W  7600-15000,outbound,domestic,November,2022,Nov-22,Q4_2022,375
pmo mandaue,private port,8W-10W  20000-25000,outbound,domestic,November,2022,Nov-22,Q4_2022,42
pmo mandaue,private port,10W  26000-over,outbound,domestic,November,2022,Nov-22,Q4_2022,1937
pmo mandaue,private port,Heavy Equipment,outbound,domestic,November,2022,Nov-22,Q4_2022,8
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,November,2022,Nov-22,Q4_2022,76
pmo mandaue,cpa port,4W  1100-2300,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,4W  2400-over,inbound,domestic,November,2022,Nov-22,Q4_2022,226
pmo mandaue,cpa port,6W  4800-7500,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,6W  7600-15000,inbound,domestic,November,2022,Nov-22,Q4_2022,166
pmo mandaue,cpa port,8W-10W  20000-25000,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,10W  26000-over,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Heavy Equipment,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,November,2022,Nov-22,Q4_2022,76
pmo mandaue,cpa port,4W  1100-2300,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,4W  2400-over,outbound,domestic,November,2022,Nov-22,Q4_2022,224
pmo mandaue,cpa port,6W  4800-7500,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,6W  7600-15000,outbound,domestic,November,2022,Nov-22,Q4_2022,166
pmo mandaue,cpa port,8W-10W  20000-25000,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,10W  26000-over,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Heavy Equipment,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,November,2022,Nov-22,Q4_2022,68
pmo mandaue,lgu port,4W  1100-2300,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,4W  2400-over,inbound,domestic,November,2022,Nov-22,Q4_2022,154
pmo mandaue,lgu port,6W  4800-7500,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,6W  7600-15000,inbound,domestic,November,2022,Nov-22,Q4_2022,87
pmo mandaue,lgu port,8W-10W  20000-25000,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,10W  26000-over,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Heavy Equipment,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,November,2022,Nov-22,Q4_2022,68
pmo mandaue,lgu port,4W  1100-2300,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,4W  2400-over,outbound,domestic,November,2022,Nov-22,Q4_2022,154
pmo mandaue,lgu port,6W  4800-7500,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,6W  7600-15000,outbound,domestic,November,2022,Nov-22,Q4_2022,87
pmo mandaue,lgu port,8W-10W  20000-25000,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,10W  26000-over,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Heavy Equipment,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo danao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,1323
pmo danao,cpa port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,1376
pmo danao,cpa port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,6
pmo danao,cpa port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,905
pmo danao,cpa port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,2
pmo danao,cpa port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,2140
pmo danao,cpa port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,333
pmo danao,cpa port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,2
pmo danao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,1189
pmo danao,cpa port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,1297
pmo danao,cpa port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,0
pmo danao,cpa port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,896
pmo danao,cpa port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,5
pmo danao,cpa port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,2170
pmo danao,cpa port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,304
pmo danao,cpa port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,3
pmo danao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,lgu port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo danao,private port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,1051
pmo danao,private port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,1536
pmo danao,private port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,0
pmo danao,private port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,742
pmo danao,private port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,3
pmo danao,private port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,484
pmo danao,private port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,43
pmo danao,private port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,3
pmo danao,private port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,1130
pmo danao,private port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,1485
pmo danao,private port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,0
pmo danao,private port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,641
pmo danao,private port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,1
pmo danao,private port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,372
pmo danao,private port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,53
pmo danao,private port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,2
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,2299
pmo sta fe,cpa port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,623
pmo sta fe,cpa port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,2992
pmo sta fe,cpa port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,345
pmo sta fe,cpa port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,2008
pmo sta fe,cpa port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,130
pmo sta fe,cpa port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,1696
pmo sta fe,cpa port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,11
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,2347
pmo sta fe,cpa port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,652
pmo sta fe,cpa port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,3035
pmo sta fe,cpa port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,354
pmo sta fe,cpa port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,2017
pmo sta fe,cpa port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,71
pmo sta fe,cpa port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,1748
pmo sta fe,cpa port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,10
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,163
pmo sta fe,lgu port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,337
pmo sta fe,lgu port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,lgu port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,170
pmo sta fe,lgu port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,lgu port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,11
pmo sta fe,lgu port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,552
pmo sta fe,lgu port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,203
pmo sta fe,lgu port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,412
pmo sta fe,lgu port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,lgu port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,154
pmo sta fe,lgu port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,6
pmo sta fe,lgu port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,10
pmo sta fe,lgu port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,398
pmo sta fe,lgu port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,8
pmo sta fe,private port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,16
pmo sta fe,private port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,100
pmo sta fe,private port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,74
pmo sta fe,private port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo sta fe,private port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,8
pmo sta fe,private port,8W-10W  20000-25000,outbound,domestic,november,2022,Nov-22,Q4_2022,102
pmo sta fe,private port,10W  26000-over,outbound,domestic,november,2022,Nov-22,Q4_2022,71
pmo sta fe,private port,Heavy Equipment,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2022,Nov-22,Q4_2022,2143
pmo toledo,cpa port,4W  1100-2300,inbound,domestic,november,2022,Nov-22,Q4_2022,479
pmo toledo,cpa port,4W  2400-over,inbound,domestic,november,2022,Nov-22,Q4_2022,2059
pmo toledo,cpa port,6W  4800-7500,inbound,domestic,november,2022,Nov-22,Q4_2022,273
pmo toledo,cpa port,6W  7600-15000,inbound,domestic,november,2022,Nov-22,Q4_2022,395
pmo toledo,cpa port,8W-10W  20000-25000,inbound,domestic,november,2022,Nov-22,Q4_2022,299
pmo toledo,cpa port,10W  26000-over,inbound,domestic,november,2022,Nov-22,Q4_2022,480
pmo toledo,cpa port,Heavy Equipment,inbound,domestic,november,2022,Nov-22,Q4_2022,11
pmo toledo,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2022,Nov-22,Q4_2022,1848
pmo toledo,cpa port,4W  1100-2300,outbound,domestic,november,2022,Nov-22,Q4_2022,449
pmo toledo,cpa port,4W  2400-over,outbound,domestic,november,2022,Nov-22,Q4_2022,2053
pmo toledo,cpa port,6W  4800-7500,outbound,domestic,november,2022,Nov-22,Q4_2022,294
pmo toledo,cpa port,6W  7600-15000,outbound,domestic,november,2022,Nov-22,Q4_2022,388
