pmo,port_type,rolling_cargo_type,movement_type,service area,month,year,mont_year,Quarter,volume_units
pmo toledo,lgu port,6W  7600-15000,outbound,domestic,november,2023,Nov-23,Q4_2023,413
pmo toledo,lgu port,8W-10W  20000-25000,outbound,domestic,november,2023,Nov-23,Q4_2023,2749
pmo toledo,lgu port,10W  26000-over,outbound,domestic,november,2023,Nov-23,Q4_2023,911
pmo toledo,lgu port,Heavy Equipment,outbound,domestic,november,2023,Nov-23,Q4_2023,10
pmo toledo,private port,Motor Cycle/ Motor Bike,inbound,domestic,november,2023,Nov-23,Q4_2023,0
pmo toledo,private port,4W  1100-2300,inbound,domestic,november,2023,Nov-23,Q4_2023,0
pmo toledo,private port,4W  2400-over,inbound,domestic,november,2023,Nov-23,Q4_2023,0
pmo toledo,private port,6W  4800-7500,inbound,domestic,november,2023,Nov-23,Q4_2023,12
pmo toledo,private port,6W  7600-15000,inbound,domestic,november,2023,Nov-23,Q4_2023,69
pmo toledo,private port,8W-10W  20000-25000,inbound,domestic,november,2023,Nov-23,Q4_2023,172
pmo toledo,private port,10W  26000-over,inbound,domestic,november,2023,Nov-23,Q4_2023,204
pmo toledo,private port,Heavy Equipment,inbound,domestic,november,2023,Nov-23,Q4_2023,1
pmo toledo,private port,Motor Cycle/ Motor Bike,outbound,domestic,november,2023,Nov-23,Q4_2023,0
pmo toledo,private port,4W  1100-2300,outbound,domestic,november,2023,Nov-23,Q4_2023,0
pmo toledo,private port,4W  2400-over,outbound,domestic,november,2023,Nov-23,Q4_2023,3
pmo toledo,private port,6W  4800-7500,outbound,domestic,november,2023,Nov-23,Q4_2023,4
pmo toledo,private port,6W  7600-15000,outbound,domestic,november,2023,Nov-23,Q4_2023,56
pmo toledo,private port,8W-10W  20000-25000,outbound,domestic,november,2023,Nov-23,Q4_2023,207
pmo toledo,private port,10W  26000-over,outbound,domestic,november,2023,Nov-23,Q4_2023,182
pmo toledo,private port,Heavy Equipment,outbound,domestic,november,2023,Nov-23,Q4_2023,3
pmo argao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,november,2023,Nov-23,Q4_2023,135
pmo argao,cpa port,4W  1100-2300,inbound,domestic,november,2023,Nov-23,Q4_2023,43
pmo argao,cpa port,4W  2400-over,inbound,domestic,november,2023,Nov-23,Q4_2023,127
pmo argao,cpa port,6W  4800-7500,inbound,domestic,november,2023,Nov-23,Q4_2023,7
pmo argao,cpa port,6W  7600-15000,inbound,domestic,november,2023,Nov-23,Q4_2023,35
pmo argao,cpa port,8W-10W  20000-25000,inbound,domestic,november,2023,Nov-23,Q4_2023,229
pmo argao,cpa port,10W  26000-over,inbound,domestic,november,2023,Nov-23,Q4_2023,284
pmo argao,cpa port,Heavy Equipment,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,november,2023,Nov-23,Q4_2023,217
pmo argao,cpa port,4W  1100-2300,outbound,domestic,november,2023,Nov-23,Q4_2023,70
pmo argao,cpa port,4W  2400-over,outbound,domestic,november,2023,Nov-23,Q4_2023,103
pmo argao,cpa port,6W  4800-7500,outbound,domestic,november,2023,Nov-23,Q4_2023,26
pmo argao,cpa port,6W  7600-15000,outbound,domestic,november,2023,Nov-23,Q4_2023,24
pmo argao,cpa port,8W-10W  20000-25000,outbound,domestic,november,2023,Nov-23,Q4_2023,285
pmo argao,cpa port,10W  26000-over,outbound,domestic,november,2023,Nov-23,Q4_2023,267
pmo argao,cpa port,Heavy Equipment,outbound,domestic,november,2023,Nov-23,Q4_2023,2
pmo argao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,4W  1100-2300,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,4W  2400-over,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,6W  4800-7500,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,6W  7600-15000,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,8W-10W  20000-25000,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,10W  26000-over,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Heavy Equipment,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,4W  1100-2300,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,4W  2400-over,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,6W  4800-7500,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,6W  7600-15000,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,8W-10W  20000-25000,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,10W  26000-over,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Heavy Equipment,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Motor Cycle/ Motor Bike,inbound,domestic,november,2023,Nov-23,Q4_2023,5044
pmo argao,private port,4W  1100-2300,inbound,domestic,november,2023,Nov-23,Q4_2023,2460
pmo argao,private port,4W  2400-over,inbound,domestic,november,2023,Nov-23,Q4_2023,4323
pmo argao,private port,6W  4800-7500,inbound,domestic,november,2023,Nov-23,Q4_2023,1149
pmo argao,private port,6W  7600-15000,inbound,domestic,november,2023,Nov-23,Q4_2023,1050
pmo argao,private port,8W-10W  20000-25000,inbound,domestic,november,2023,Nov-23,Q4_2023,2033
pmo argao,private port,10W  26000-over,inbound,domestic,november,2023,Nov-23,Q4_2023,663
pmo argao,private port,Heavy Equipment,inbound,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Motor Cycle/ Motor Bike,outbound,domestic,november,2023,Nov-23,Q4_2023,3587
pmo argao,private port,4W  1100-2300,outbound,domestic,november,2023,Nov-23,Q4_2023,2667
pmo argao,private port,4W  2400-over,outbound,domestic,november,2023,Nov-23,Q4_2023,4089
pmo argao,private port,6W  4800-7500,outbound,domestic,november,2023,Nov-23,Q4_2023,842
pmo argao,private port,6W  7600-15000,outbound,domestic,november,2023,Nov-23,Q4_2023,1275
pmo argao,private port,8W-10W  20000-25000,outbound,domestic,november,2023,Nov-23,Q4_2023,1026
pmo argao,private port,10W  26000-over,outbound,domestic,november,2023,Nov-23,Q4_2023,286
pmo argao,private port,Heavy Equipment,outbound,domestic,november,2023,Nov-23,Q4_2023,
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,1150
pmo pier 4,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,635
pmo pier 4,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1493
pmo pier 4,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,61
pmo pier 4,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,294
pmo pier 4,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,12
pmo pier 4,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1511
pmo pier 4,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,1318
pmo pier 4,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,180
pmo pier 4,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1912
pmo pier 4,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,83
pmo pier 4,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,357
pmo pier 4,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,5
pmo pier 4,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1533
pmo pier 4,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,30
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,1667
pmo pier 3,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,1335
pmo pier 3,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1331
pmo pier 3,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,584
pmo pier 3,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,581
pmo pier 3,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,1044
pmo pier 3,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,178
pmo pier 3,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,2163
pmo pier 3,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,1425
pmo pier 3,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1437
pmo pier 3,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,521
pmo pier 3,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,524
pmo pier 3,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,797
pmo pier 3,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,121
pmo pier 3,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,501
pmo pier 1,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,134
pmo pier 1,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,298
pmo pier 1,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,97
pmo pier 1,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,73
pmo pier 1,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,3
pmo pier 1,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,466
pmo pier 1,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,701
pmo pier 1,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,261
pmo pier 1,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,448
pmo pier 1,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,105
pmo pier 1,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,89
pmo pier 1,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 1,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,510
pmo pier 1,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,private port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,8
pmo pier 1,private port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,9
pmo pier 1,private port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,5
pmo pier 1,private port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,private port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,324
pmo pier 1,private port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,private port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,private port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,11
pmo pier 1,private port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,235
pmo pier 1,private port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,3694
pmo sta fe,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,892
pmo sta fe,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,3977
pmo sta fe,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,325
pmo sta fe,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,2221
pmo sta fe,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,52
pmo sta fe,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1669
pmo sta fe,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,3770
pmo sta fe,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,908
pmo sta fe,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,4045
pmo sta fe,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,331
pmo sta fe,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,2229
pmo sta fe,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,55
pmo sta fe,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1600
pmo sta fe,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,359
pmo sta fe,lgu port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,581
pmo sta fe,lgu port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,3
pmo sta fe,lgu port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,233
pmo sta fe,lgu port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,lgu port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,3
pmo sta fe,lgu port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,712
pmo sta fe,lgu port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,486
pmo sta fe,lgu port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,628
pmo sta fe,lgu port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo sta fe,lgu port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,237
pmo sta fe,lgu port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo sta fe,lgu port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo sta fe,lgu port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,480
pmo sta fe,lgu port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,private port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo sta fe,private port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,22
pmo sta fe,private port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,97
pmo sta fe,private port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,82
pmo sta fe,private port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,5
pmo sta fe,private port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo sta fe,private port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,12
pmo sta fe,private port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,96
pmo sta fe,private port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,80
pmo sta fe,private port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo toledo,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,2221
pmo toledo,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,692
pmo toledo,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,2156
pmo toledo,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,158
pmo toledo,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,476
pmo toledo,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,285
pmo toledo,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,562
pmo toledo,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,7
pmo toledo,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,3385
pmo toledo,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,731
pmo toledo,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,2363
pmo toledo,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,218
pmo toledo,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,293
pmo toledo,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,705
pmo toledo,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,95
pmo toledo,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,9
pmo toledo,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,350
pmo toledo,lgu port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,975
pmo toledo,lgu port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo toledo,lgu port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,252
pmo toledo,lgu port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,312
pmo toledo,lgu port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,2603
pmo toledo,lgu port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,65
pmo toledo,lgu port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo toledo,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,654
pmo toledo,lgu port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,976
pmo toledo,lgu port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,5
pmo toledo,lgu port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,188
pmo toledo,lgu port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,294
pmo toledo,lgu port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,2638
pmo toledo,lgu port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,61
pmo toledo,lgu port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo toledo,private port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,25
pmo toledo,private port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,21
pmo toledo,private port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,10
pmo toledo,private port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,37
pmo toledo,private port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,65
pmo toledo,private port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,204
pmo toledo,private port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,235
pmo toledo,private port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,0
pmo toledo,private port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,53
pmo toledo,private port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,18
pmo toledo,private port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,13
pmo toledo,private port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,15
pmo toledo,private port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,106
pmo toledo,private port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,222
pmo toledo,private port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,196
pmo toledo,private port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,10
pmo argao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,204
pmo argao,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,48
pmo argao,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,174
pmo argao,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,6
pmo argao,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,38
pmo argao,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,250
pmo argao,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,223
pmo argao,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,314
pmo argao,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,107
pmo argao,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,163
pmo argao,cpa port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,29
pmo argao,cpa port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,25
pmo argao,cpa port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,287
pmo argao,cpa port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,222
pmo argao,cpa port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,
pmo argao,private port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,4514
pmo argao,private port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,2789
pmo argao,private port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,4650
pmo argao,private port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,1163
pmo argao,private port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,1028
pmo argao,private port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,2033
pmo argao,private port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,699
pmo argao,private port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,13
pmo argao,private port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,4764
pmo argao,private port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,3908
pmo argao,private port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,4767
pmo argao,private port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,931
pmo argao,private port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,1294
pmo argao,private port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,1098
pmo argao,private port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,322
pmo argao,private port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,38
pmo mandaue,private port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,239
pmo mandaue,private port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,270
pmo mandaue,private port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,25
pmo mandaue,private port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1890
pmo mandaue,private port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,2
pmo mandaue,private port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,18
pmo mandaue,private port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,256
pmo mandaue,private port,6W  4800-7500,outbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,private port,6W  7600-15000,outbound,domestic,december,2023,Dec-23,Q4_2023,239
pmo mandaue,private port,8W-10W  20000-25000,outbound,domestic,december,2023,Dec-23,Q4_2023,30
pmo mandaue,private port,10W  26000-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1817
pmo mandaue,private port,Heavy Equipment,outbound,domestic,december,2023,Dec-23,Q4_2023,4
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,december,2023,Dec-23,Q4_2023,791
pmo mandaue,cpa port,4W  1100-2300,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,cpa port,4W  2400-over,inbound,domestic,december,2023,Dec-23,Q4_2023,1176
pmo mandaue,cpa port,6W  4800-7500,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,cpa port,6W  7600-15000,inbound,domestic,december,2023,Dec-23,Q4_2023,1305
pmo mandaue,cpa port,8W-10W  20000-25000,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,cpa port,10W  26000-over,inbound,domestic,december,2023,Dec-23,Q4_2023,189
pmo mandaue,cpa port,Heavy Equipment,inbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,december,2023,Dec-23,Q4_2023,793
pmo mandaue,cpa port,4W  1100-2300,outbound,domestic,december,2023,Dec-23,Q4_2023,
pmo mandaue,cpa port,4W  2400-over,outbound,domestic,december,2023,Dec-23,Q4_2023,1181
