pmo,port_type,ship_type,movement_type,month,year,mont_year,Quarter,   count   
pmo mandaue,cpa port,Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Container,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Roro,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Anchorage Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Anchorage Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Anchorage Container,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Anchorage Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Cruise Ship,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Survey Vessel,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,cpa port,Anch Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Conventional Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Conventional Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Barge,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Container,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Roro,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Fastcraft,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Motor Launch,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Bay and River,domestic,december,2024,Dec-24,Q4_2024,1036
pmo mandaue,lgu port,Metro Ferry,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Fishing Boat,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Container,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Roro,domestic,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Container,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Roro,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Container,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anchorage Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Cruise Ship,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Survey Vessel,foreign,december,2024,Dec-24,Q4_2024,
pmo mandaue,lgu port,Anch Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Conventional Bulk,domestic,december,2024,Dec-24,Q4_2024,2
pmo danao,cpa port,Conventional Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Barge,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Roro,domestic,december,2024,Dec-24,Q4_2024,405
pmo danao,cpa port,Fastcraft,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Motor Launch,domestic,december,2024,Dec-24,Q4_2024,35
pmo danao,cpa port,Bay and River,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Metro Ferry,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Fishing Boat,domestic,december,2024,Dec-24,Q4_2024,1
pmo danao,cpa port,Motor Tug,domestic,december,2024,Dec-24,Q4_2024,1
pmo danao,cpa port,Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Roro,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Container,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Roro,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Container,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anchorage Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Cruise Ship,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Survey Vessel,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,cpa port,Anch Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Conventional Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Conventional Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Barge,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Roro,domestic,december,2024,Dec-24,Q4_2024,60
pmo danao,lgu port,Fastcraft,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Motor Launch,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Bay and River,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Metro Ferry,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Fishing Boat,domestic,december,2024,Dec-24,Q4_2024,13
pmo danao,lgu port,Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Roro,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Container,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Roro,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Container,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anchorage Motor Tug,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Cruise Ship,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Survey Vessel,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,lgu port,Anch Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anch Yacht,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Conventional Bulk,domestic,december,2024,Dec-24,Q4_2024,7
pmo danao,private port,Conventional Breakbulk,domestic,december,2024,Dec-24,Q4_2024,1
pmo danao,private port,Barge,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Roro,domestic,december,2024,Dec-24,Q4_2024,294
pmo danao,private port,Fastcraft,domestic,december,2024,Dec-24,Q4_2024,11
pmo danao,private port,Motor Launch,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Bay and River,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Metro Ferry,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Fishing Boat,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Motor Tug,domestic,december,2024,Dec-24,Q4_2024,7
pmo danao,private port,Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Bulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Breakbulk,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Container,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Motor Tug,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Yacht,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Anchorage Roro,domestic,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Bulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Breakbulk,foreign,december,2024,Dec-24,Q4_2024,
pmo danao,private port,Container,foreign,december,2024,Dec-24,Q4_2024,
