pmo,port_type,container_type,movemnet_type,service_area,month,year,month_year,quarter,volume_teus
pmo mandaue,lgu port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo mandaue,lgu port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,130
pmo toledo,cpa port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,185
pmo toledo,cpa port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,cpa port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,lgu port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo toledo,private port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,cpa port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,lgu port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Fulls,inbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Empties,inbound,domestic,august,2022,Aug-22,Q3_2022,469
pmo argao,private port,Fulls,outbound,domestic,august,2022,Aug-22,Q3_2022,464
pmo argao,private port,Empties,outbound,domestic,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Fulls,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Empties,import,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Fulls,export,foreign,august,2022,Aug-22,Q3_2022,
pmo argao,private port,Empties,export,foreign,august,2022,Aug-22,Q3_2022,
pmo cip,cpa port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,1654
pmo cip,cpa port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,cpa port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,516
pmo cip,cpa port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,1072
pmo cip,cpa port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,18228.25
pmo cip,cpa port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,10
pmo cip,cpa port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,4382
pmo cip,cpa port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,15349
pmo cip,lgu port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,lgu port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,private port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,13298.5
pmo pier 4,cpa port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,488
pmo pier 4,cpa port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,7604.5
pmo pier 4,cpa port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,3787.5
pmo pier 4,cpa port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 4,cpa port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 4,cpa port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 4,cpa port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,201.5
pmo pier 3,cpa port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,64.5
pmo pier 3,cpa port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,237.5
pmo pier 3,cpa port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 3,cpa port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 3,cpa port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 3,cpa port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,September,2022,Sep-22,Q3_2022,242
pmo pier 1,cpa port,Empties,Inbound,Domestic,September,2022,Sep-22,Q3_2022,613.5
pmo pier 1,cpa port,Fulls,Outbound,Domestic,September,2022,Sep-22,Q3_2022,705.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,September,2022,Sep-22,Q3_2022,123
pmo pier 1,private port,Fulls,Inbound,Domestic,September,2022,Sep-22,Q3_2022,2499.5
pmo pier 1,private port,Empties,Inbound,Domestic,September,2022,Sep-22,Q3_2022,63
pmo pier 1,private port,Fulls,Outbound,Domestic,September,2022,Sep-22,Q3_2022,223
pmo pier 1,private port,Empties,Outbound,Domestic,September,2022,Sep-22,Q3_2022,2390
pmo mandaue,private port,Fulls,inbound,domestic,September,2022,Sep-22,Q3_2022,2232.5
pmo mandaue,private port,Empties,inbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,private port,Fulls,outbound,domestic,September,2022,Sep-22,Q3_2022,1685
pmo mandaue,private port,Empties,outbound,domestic,September,2022,Sep-22,Q3_2022,21
pmo mandaue,private port,Fulls,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,private port,Empties,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,private port,Fulls,export,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,private port,Empties,export,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Fulls,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Empties,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Fulls,export,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,cpa port,Empties,export,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Fulls,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Empties,import,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Fulls,export,foreign,September,2022,Sep-22,Q3_2022,
pmo mandaue,lgu port,Empties,export,foreign,September,2022,Sep-22,Q3_2022,
pmo toledo,cpa port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo toledo,cpa port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,289
pmo toledo,cpa port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,295
pmo toledo,cpa port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,17
pmo toledo,cpa port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,cpa port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,cpa port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,cpa port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,lgu port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,lgu port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,lgu port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,lgu port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,lgu port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,lgu port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,lgu port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,lgu port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,private port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,private port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,private port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,0
pmo toledo,private port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo toledo,private port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,private port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,private port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo toledo,private port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,cpa port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,lgu port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Fulls,inbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Empties,inbound,domestic,september,2022,Sep-22,Q3_2022,569
pmo argao,private port,Fulls,outbound,domestic,september,2022,Sep-22,Q3_2022,564
pmo argao,private port,Empties,outbound,domestic,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Fulls,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Empties,import,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Fulls,export,foreign,september,2022,Sep-22,Q3_2022,
pmo argao,private port,Empties,export,foreign,september,2022,Sep-22,Q3_2022,
pmo cip,cpa port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,1598
pmo cip,cpa port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,cpa port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,517
pmo cip,cpa port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,746
pmo cip,cpa port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,15975
pmo cip,cpa port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,cpa port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,4117.25
pmo cip,cpa port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,14967.5
pmo cip,lgu port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,lgu port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo cip,private port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,13353.5
pmo pier 4,cpa port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,471.5
pmo pier 4,cpa port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,7773
pmo pier 4,cpa port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,3152
pmo pier 4,cpa port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 4,cpa port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 4,cpa port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 4,cpa port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,220.5
pmo pier 3,cpa port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,123.5
pmo pier 3,cpa port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,317.5
pmo pier 3,cpa port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 3,cpa port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 3,cpa port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 3,cpa port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo mandaue,private port,Fulls,inbound,domestic,October,2022,Oct-22,Q4_2022,2309
pmo mandaue,private port,Empties,inbound,domestic,October,2022,Oct-22,Q4_2022,110
pmo mandaue,private port,Fulls,outbound,domestic,October,2022,Oct-22,Q4_2022,1789
pmo mandaue,private port,Empties,outbound,domestic,October,2022,Oct-22,Q4_2022,10
pmo mandaue,private port,Fulls,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,private port,Empties,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,private port,Fulls,export,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,private port,Empties,export,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Fulls,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Empties,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Fulls,export,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,cpa port,Empties,export,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Fulls,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Empties,import,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Fulls,export,foreign,October,2022,Oct-22,Q4_2022,
pmo mandaue,lgu port,Empties,export,foreign,October,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,cpa port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,lgu port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Fulls,inbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Empties,inbound,domestic,october,2022,Oct-22,Q4_2022,562
pmo argao,private port,Fulls,outbound,domestic,october,2022,Oct-22,Q4_2022,564
pmo argao,private port,Empties,outbound,domestic,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Fulls,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Empties,import,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Fulls,export,foreign,october,2022,Oct-22,Q4_2022,
pmo argao,private port,Empties,export,foreign,october,2022,Oct-22,Q4_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,October,2022,Oct-22,Q4_2022,236.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,October,2022,Oct-22,Q4_2022,636
pmo pier 1,cpa port,Fulls,Outbound,Domestic,October,2022,Oct-22,Q4_2022,727
pmo pier 1,cpa port,Empties,Outbound,Domestic,October,2022,Oct-22,Q4_2022,74
pmo pier 1,private port,Fulls,Inbound,Domestic,October,2022,Oct-22,Q4_2022,3735
pmo pier 1,private port,Empties,Inbound,Domestic,October,2022,Oct-22,Q4_2022,193
pmo pier 1,private port,Fulls,Outbound,Domestic,October,2022,Oct-22,Q4_2022,738.5
pmo pier 1,private port,Empties,Outbound,Domestic,October,2022,Oct-22,Q4_2022,2915
pmo cip,cpa port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,1468
pmo cip,cpa port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,3
pmo cip,cpa port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,530
pmo cip,cpa port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,335
pmo cip,cpa port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,17053.25
pmo cip,cpa port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,108
pmo cip,cpa port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,4552.25
pmo cip,cpa port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,13158.25
pmo cip,lgu port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,lgu port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,private port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,13125
pmo pier 4,cpa port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,505
pmo pier 4,cpa port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,8693.5
pmo pier 4,cpa port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,2301.5
pmo pier 4,cpa port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 4,cpa port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 4,cpa port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 4,cpa port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,142
pmo pier 3,cpa port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,159.5
pmo pier 3,cpa port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,284
pmo pier 3,cpa port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 3,cpa port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 3,cpa port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 3,cpa port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,November,2022,Nov-22,Q4_2022,222.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,November,2022,Nov-22,Q4_2022,721.5
pmo pier 1,cpa port,Fulls,Outbound,Domestic,November,2022,Nov-22,Q4_2022,842.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,November,2022,Nov-22,Q4_2022,83.5
pmo pier 1,private port,Fulls,Inbound,Domestic,November,2022,Nov-22,Q4_2022,4985.5
pmo pier 1,private port,Empties,Inbound,Domestic,November,2022,Nov-22,Q4_2022,510
pmo pier 1,private port,Fulls,Outbound,Domestic,November,2022,Nov-22,Q4_2022,1335
pmo pier 1,private port,Empties,Outbound,Domestic,November,2022,Nov-22,Q4_2022,3866
pmo mandaue,private port,Fulls,inbound,domestic,November,2022,Nov-22,Q4_2022,2272
pmo mandaue,private port,Empties,inbound,domestic,November,2022,Nov-22,Q4_2022,77
pmo mandaue,private port,Fulls,outbound,domestic,November,2022,Nov-22,Q4_2022,1453
pmo mandaue,private port,Empties,outbound,domestic,November,2022,Nov-22,Q4_2022,217
pmo mandaue,private port,Fulls,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,Empties,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,Fulls,export,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,private port,Empties,export,foreign,November,2022,Nov-22,Q4_2022,
