pmo,port_type,container_type,movemnet_type,service_area,month,year,month_year,quarter,volume_teus
pmo mandaue,cpa port,Fulls,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Fulls,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Empties,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Fulls,export,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,cpa port,Empties,export,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Fulls,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Empties,import,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Fulls,export,foreign,November,2022,Nov-22,Q4_2022,
pmo mandaue,lgu port,Empties,export,foreign,November,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,90
pmo toledo,cpa port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,cpa port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,lgu port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo toledo,private port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,cpa port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,lgu port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Fulls,inbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Empties,inbound,domestic,november,2022,Nov-22,Q4_2022,476
pmo argao,private port,Fulls,outbound,domestic,november,2022,Nov-22,Q4_2022,476
pmo argao,private port,Empties,outbound,domestic,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Fulls,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Empties,import,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Fulls,export,foreign,november,2022,Nov-22,Q4_2022,
pmo argao,private port,Empties,export,foreign,november,2022,Nov-22,Q4_2022,
pmo cip,cpa port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,1728
pmo cip,cpa port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,10
pmo cip,cpa port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,767
pmo cip,cpa port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,657
pmo cip,cpa port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,17497
pmo cip,cpa port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,110
pmo cip,cpa port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,4386
pmo cip,cpa port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,11616.75
pmo cip,lgu port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,lgu port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo cip,private port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,160.5
pmo pier 3,cpa port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,146.5
pmo pier 3,cpa port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,296.5
pmo pier 3,cpa port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,cpa port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,cpa port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,cpa port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,lgu port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 3,private port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,private port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,2168
pmo mandaue,private port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,26
pmo mandaue,private port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,1502
pmo mandaue,private port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,211
pmo mandaue,private port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,private port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,private port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,private port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,669
pmo argao,private port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,563
pmo argao,private port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Fulls,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Empties,import,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Fulls,export,foreign,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Empties,export,foreign,december,2022,Dec-22,Q4_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,december,2022,Dec-22,Q4_2022,376.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,december,2022,Dec-22,Q4_2022,618.5
pmo pier 1,cpa port,Fulls,Outbound,Domestic,december,2022,Dec-22,Q4_2022,776
pmo pier 1,cpa port,Empties,Outbound,Domestic,december,2022,Dec-22,Q4_2022,73
pmo pier 1,private port,Fulls,Inbound,Domestic,december,2022,Dec-22,Q4_2022,4384.5
pmo pier 1,private port,Empties,Inbound,Domestic,december,2022,Dec-22,Q4_2022,132
pmo pier 1,private port,Fulls,Outbound,Domestic,december,2022,Dec-22,Q4_2022,1666
pmo pier 1,private port,Empties,Outbound,Domestic,december,2022,Dec-22,Q4_2022,3847
pmopier 4,cpa port,Fulls,inbound,domestic,december,2022,Dec-22,Q4_2022,12748.5
pmopier 4,cpa port,Empties,inbound,domestic,december,2022,Dec-22,Q4_2022,477.5
pmopier 4,cpa port,Fulls,outbound,domestic,december,2022,Dec-22,Q4_2022,7252
pmopier 4,cpa port,Empties,outbound,domestic,december,2022,Dec-22,Q4_2022,2321
pmo cip,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,1514
pmo cip,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,8
pmo cip,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,427
pmo cip,cpa port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,558
pmo cip,cpa port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,16066.75
pmo cip,cpa port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,40
pmo cip,cpa port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,4481
pmo cip,cpa port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,14078.25
pmo cip,lgu port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,lgu port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo cip,private port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo pier 4,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,10698
pmo pier 4,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,608.5
pmo pier 4,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,6433.5
pmo pier 4,cpa port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,2627
pmo pier 4,cpa port,Fulls,inbound,domestic transshipment,january,2023,Jan-23,Q1_2023,187
pmo pier 4,cpa port,Fulls,outbound,domestic transshipment,january,2023,Jan-23,Q1_2023,187
pmo pier 4,cpa port,Empties,inbound,domestic transshipment,january,2023,Jan-23,Q1_2023,93
pmo pier 4,cpa port,Empties,outbound,domestic transshipment,january,2023,Jan-23,Q1_2023,97
pmo pier 3,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,128
pmo pier 3,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,149.5
pmo pier 3,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,254
pmo pier 3,cpa port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,0
pmo pier 1,cpa port,Fulls,Inbound,Domestic,January,2023,Jan-23,Q1_2023,338.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,January,2023,Jan-23,Q1_2023,656.5
pmo pier 1,cpa port,Fulls,Outbound,Domestic,January,2023,Jan-23,Q1_2023,741
pmo pier 1,cpa port,Empties,Outbound,Domestic,January,2023,Jan-23,Q1_2023,123
pmo pier 1,private port,Fulls,Inbound,Domestic,January,2023,Jan-23,Q1_2023,4188.5
pmo pier 1,private port,Empties,Inbound,Domestic,January,2023,Jan-23,Q1_2023,340
pmo pier 1,private port,Fulls,Outbound,Domestic,January,2023,Jan-23,Q1_2023,1679.5
pmo pier 1,private port,Empties,Outbound,Domestic,January,2023,Jan-23,Q1_2023,3218
pmo mandaue,private port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,2127.5
pmo mandaue,private port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,29
pmo mandaue,private port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,1352
pmo mandaue,private port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,123
pmo mandaue,private port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,private port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,private port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,private port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,cpa port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo mandaue,lgu port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,0
pmo toledo,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,121
pmo toledo,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,3
pmo toledo,cpa port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,0
pmo toledo,cpa port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,cpa port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,cpa port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,cpa port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,lgu port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Empties,outbound,domestic,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Fulls,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Empties,import,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Fulls,export,foreign,january,2023,Jan-23,Q1_2023,
pmo toledo,private port,Empties,export,foreign,january,2023,Jan-23,Q1_2023,
pmo argao,cpa port,Fulls,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo argao,cpa port,Empties,inbound,domestic,january,2023,Jan-23,Q1_2023,
pmo argao,cpa port,Fulls,outbound,domestic,january,2023,Jan-23,Q1_2023,
