pmo,port_type,ship_type,movement_type,month,year,month_year,Quarter,number_passengers
pmo pier 3,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,0
pmo pier 1,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,7626
pmo pier 1,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,105086
pmo pier 1,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,54440
pmo pier 1,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,6133
pmo pier 1,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,69899
pmo pier 1,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,44152
pmo pier 1,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,729
pmo pier 1,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,461
pmo mandaue,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,275
pmo mandaue,private port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,private port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,1033
pmo mandaue,private port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,1019
pmo mandaue,private port,Roro,disembarking,november,2023,Nov-23,Q4_2023,1043
pmo mandaue,private port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,private port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,264
pmo mandaue,private port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,private port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,806
pmo mandaue,private port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,1018
pmo mandaue,private port,Roro,embarking,november,2023,Nov-23,Q4_2023,1330
pmo mandaue,private port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,private port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,1399
pmo mandaue,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,5977
pmo mandaue,cpa port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,78144
pmo mandaue,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,395
pmo mandaue,cpa port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,1377
pmo mandaue,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,6697
pmo mandaue,cpa port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,88970
pmo mandaue,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,407
pmo mandaue,cpa port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Roro,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Roro,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo mandaue,lgu port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,1442
pmo danao,cpa port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,2876
pmo danao,cpa port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,32931
pmo danao,cpa port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,1266
pmo danao,cpa port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,1958
pmo danao,cpa port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,32604
pmo danao,cpa port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Roro,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Roro,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,lgu port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,1360
pmo danao,private port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Roro,disembarking,november,2023,Nov-23,Q4_2023,20976
pmo danao,private port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,1339
pmo danao,private port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Roro,embarking,november,2023,Nov-23,Q4_2023,23540
pmo danao,private port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo danao,private port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,1561
pmo sta fe,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,2086
pmo sta fe,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,67246
pmo sta fe,cpa port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,1652
pmo sta fe,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,3149
pmo sta fe,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,65673
pmo sta fe,cpa port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,1001
pmo sta fe,lgu port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Roro,disembarking,november,2023,Nov-23,Q4_2023,6206
pmo sta fe,lgu port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,364
pmo sta fe,lgu port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Roro,embarking,november,2023,Nov-23,Q4_2023,4306
pmo sta fe,lgu port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,lgu port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Roro,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Roro,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo sta fe,private port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,2830
pmo toledo,cpa port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,50570
pmo toledo,cpa port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,2485
pmo toledo,cpa port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,35915
pmo toledo,cpa port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Roro,disembarking,november,2023,Nov-23,Q4_2023,20532
pmo toledo,lgu port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Roro,embarking,november,2023,Nov-23,Q4_2023,17848
pmo toledo,lgu port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,lgu port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Roro,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Roro,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo toledo,private port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Roro,disembarking,november,2023,Nov-23,Q4_2023,3018
pmo argao,cpa port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Roro,embarking,november,2023,Nov-23,Q4_2023,2915
pmo argao,cpa port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,cpa port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Roro,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Roro,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Conventional,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Fastcraft,disembarking,november,2023,Nov-23,Q4_2023,19373
pmo argao,private port,Motor Launch,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Bay and River,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Roro,disembarking,november,2023,Nov-23,Q4_2023,64378
pmo argao,private port,Yacht,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Foreign Cruise,disembarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Conventional,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Fastcraft,embarking,november,2023,Nov-23,Q4_2023,13852
pmo argao,private port,Motor Launch,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Bay and River,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Roro,embarking,november,2023,Nov-23,Q4_2023,57670
pmo argao,private port,Yacht,embarking,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Foreign Cruise,embarking,november,2023,Nov-23,Q4_2023,
pmo pier 4,cpa port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Roro,disembarking,december,2023,Dec-23,Q4_2023,79763
pmo pier 4,cpa port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Roro,embarking,december,2023,Dec-23,Q4_2023,98000
pmo pier 3,cpa port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,12895
pmo pier 3,cpa port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,30009
pmo pier 3,cpa port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,90708
pmo pier 3,cpa port,Roro,disembarking,december,2023,Dec-23,Q4_2023,54204
pmo pier 3,cpa port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Conventional,embarking,december,2023,Dec-23,Q4_2023,14554
pmo pier 3,cpa port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,40670
pmo pier 3,cpa port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,79066
pmo pier 3,cpa port,Roro,embarking,december,2023,Dec-23,Q4_2023,57361
pmo pier 3,cpa port,Yacht,embarking,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,0
pmo pier 1,cpa port,Conventional,Disembarking,december,2023,Dec-23,Q4_2023,7624
pmo pier 1,cpa port,Fastcraft,Disembarking,december,2023,Dec-23,Q4_2023,110101
pmo pier 1,cpa port,Roro,Disembarking,december,2023,Dec-23,Q4_2023,53643
pmo pier 1,cpa port,Conventional,Embarking,december,2023,Dec-23,Q4_2023,6443
pmo pier 1,cpa port,Fastcraft,Embarking,december,2023,Dec-23,Q4_2023,99180
pmo pier 1,cpa port,Roro,Embarking,december,2023,Dec-23,Q4_2023,63713
pmo pier 1,private port,Conventional,Disembarking,december,2023,Dec-23,Q4_2023,548
pmo pier 1,private port,Conventional,Embarking,december,2023,Dec-23,Q4_2023,400
pmo sta fe,cpa port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,2413
pmo sta fe,cpa port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,2222
pmo sta fe,cpa port,Roro,disembarking,december,2023,Dec-23,Q4_2023,88017
pmo sta fe,cpa port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Conventional,embarking,december,2023,Dec-23,Q4_2023,1801
pmo sta fe,cpa port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,2998
pmo sta fe,cpa port,Roro,embarking,december,2023,Dec-23,Q4_2023,87871
pmo sta fe,cpa port,Yacht,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,1247
pmo sta fe,lgu port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Roro,disembarking,december,2023,Dec-23,Q4_2023,8493
pmo sta fe,lgu port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,1043
pmo sta fe,lgu port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Roro,embarking,december,2023,Dec-23,Q4_2023,8898
pmo sta fe,lgu port,Yacht,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Roro,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Roro,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Yacht,embarking,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,1487
pmo toledo,cpa port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Roro,disembarking,december,2023,Dec-23,Q4_2023,51040
pmo toledo,cpa port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,2250
pmo toledo,cpa port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Roro,embarking,december,2023,Dec-23,Q4_2023,61806
pmo toledo,cpa port,Yacht,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Roro,disembarking,december,2023,Dec-23,Q4_2023,15238
pmo toledo,lgu port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Bay and River,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Roro,embarking,december,2023,Dec-23,Q4_2023,17626
pmo toledo,lgu port,Yacht,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Foreign Cruise,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Conventional,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Fastcraft,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Motor Launch,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Bay and River,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Roro,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Yacht,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Foreign Cruise,disembarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Conventional,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Fastcraft,embarking,december,2023,Dec-23,Q4_2023,
pmo toledo,private port,Motor Launch,embarking,december,2023,Dec-23,Q4_2023,
