pmo,port_type,ship_type,movement_type,month,year,month_year,Quarter,number_passengers
pmo mandaue,cpa port,Bay and River,disembarking,December,2022,Dec-22,Q4_2022,33873
pmo mandaue,cpa port,Roro,disembarking,December,2022,Dec-22,Q4_2022,137
pmo mandaue,cpa port,Yacht,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Foreign Cruise,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Conventional,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Fastcraft,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Motor Launch,embarking,December,2022,Dec-22,Q4_2022,2586
pmo mandaue,cpa port,Bay and River,embarking,December,2022,Dec-22,Q4_2022,35544
pmo mandaue,cpa port,Roro,embarking,December,2022,Dec-22,Q4_2022,107
pmo mandaue,cpa port,Yacht,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,cpa port,Foreign Cruise,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Conventional,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fastcraft,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Motor Launch,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Bay and River,disembarking,December,2022,Dec-22,Q4_2022,27672
pmo mandaue,lgu port,Roro,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Yacht,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Foreign Cruise,disembarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Conventional,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Fastcraft,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Motor Launch,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Bay and River,embarking,December,2022,Dec-22,Q4_2022,30180
pmo mandaue,lgu port,Roro,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Yacht,embarking,December,2022,Dec-22,Q4_2022,
pmo mandaue,lgu port,Foreign Cruise,embarking,December,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,2198
pmo toledo,cpa port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Roro,disembarking,december,2022,Dec-22,Q4_2022,37215
pmo toledo,cpa port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,3533
pmo toledo,cpa port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Roro,embarking,december,2022,Dec-22,Q4_2022,39555
pmo toledo,cpa port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,cpa port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Roro,disembarking,december,2022,Dec-22,Q4_2022,18302
pmo toledo,lgu port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Roro,embarking,december,2022,Dec-22,Q4_2022,21763
pmo toledo,lgu port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,lgu port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Roro,disembarking,december,2022,Dec-22,Q4_2022,0
pmo toledo,private port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Roro,embarking,december,2022,Dec-22,Q4_2022,0
pmo toledo,private port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo toledo,private port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Roro,disembarking,december,2022,Dec-22,Q4_2022,4227
pmo argao,cpa port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Roro,embarking,december,2022,Dec-22,Q4_2022,3684
pmo argao,cpa port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,cpa port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Roro,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Roro,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,lgu port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,12187
pmo argao,private port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Roro,disembarking,december,2022,Dec-22,Q4_2022,64000
pmo argao,private port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,10741
pmo argao,private port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Roro,embarking,december,2022,Dec-22,Q4_2022,77837
pmo argao,private port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo argao,private port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,1150
pmo sta fe,cpa port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,25
pmo sta fe,cpa port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,2502
pmo sta fe,cpa port,Roro,disembarking,december,2022,Dec-22,Q4_2022,74763
pmo sta fe,cpa port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Conventional,embarking,december,2022,Dec-22,Q4_2022,1127
pmo sta fe,cpa port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,3054
pmo sta fe,cpa port,Roro,embarking,december,2022,Dec-22,Q4_2022,75570
pmo sta fe,cpa port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,cpa port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,1051
pmo sta fe,lgu port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Roro,disembarking,december,2022,Dec-22,Q4_2022,6892
pmo sta fe,lgu port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,890
pmo sta fe,lgu port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Roro,embarking,december,2022,Dec-22,Q4_2022,7274
pmo sta fe,lgu port,Yacht,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,lgu port,Foreign Cruise,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Conventional,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Fastcraft,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Motor Launch,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Bay and River,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Roro,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Yacht,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Foreign Cruise,disembarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Conventional,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Fastcraft,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Motor Launch,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Bay and River,embarking,december,2022,Dec-22,Q4_2022,
pmo sta fe,private port,Roro,embarking,december,2022,Dec-22,Q4_2022,
