iso3,year,indicator,who_gho,world_bank,abs_diff,source
SVK,2012,sanitation_basic,97.9115,97.9115,0.0000,WHO GHO vs World Bank WDI
SVK,2012,sanitation_safely_managed,82.8930,82.8930,0.0000,WHO GHO vs World Bank WDI
SVK,2012,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2013,water_basic,99.5202,99.5202,0.0000,WHO GHO vs World Bank WDI
SVK,2013,water_safely_managed,98.9356,98.9356,0.0000,WHO GHO vs World Bank WDI
SVK,2013,sanitation_basic,97.7141,97.7141,0.0000,WHO GHO vs World Bank WDI
SVK,2013,sanitation_safely_managed,82.7639,82.7639,0.0000,WHO GHO vs World Bank WDI
SVK,2013,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2014,water_basic,99.7868,99.7868,0.0000,WHO GHO vs World Bank WDI
SVK,2014,water_safely_managed,98.9935,98.9935,0.0000,WHO GHO vs World Bank WDI
SVK,2014,sanitation_basic,97.5161,97.5161,0.0000,WHO GHO vs World Bank WDI
SVK,2014,sanitation_safely_managed,82.6341,82.6341,0.0000,WHO GHO vs World Bank WDI
SVK,2014,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2015,water_basic,99.7872,99.7872,0.0000,WHO GHO vs World Bank WDI
SVK,2015,water_safely_managed,99.0513,99.0513,0.0000,WHO GHO vs World Bank WDI
SVK,2015,sanitation_basic,97.5208,97.5208,0.0000,WHO GHO vs World Bank WDI
SVK,2015,sanitation_safely_managed,82.7015,82.7015,0.0000,WHO GHO vs World Bank WDI
SVK,2015,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2016,water_basic,99.7875,99.7875,0.0000,WHO GHO vs World Bank WDI
SVK,2016,water_safely_managed,99.1091,99.1091,0.0000,WHO GHO vs World Bank WDI
SVK,2016,sanitation_basic,97.5263,97.5263,0.0000,WHO GHO vs World Bank WDI
SVK,2016,sanitation_safely_managed,82.7725,82.7725,0.0000,WHO GHO vs World Bank WDI
SVK,2016,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2017,water_basic,99.7877,99.7877,0.0000,WHO GHO vs World Bank WDI
SVK,2017,water_safely_managed,99.1669,99.1669,0.0000,WHO GHO vs World Bank WDI
SVK,2017,sanitation_basic,97.5324,97.5324,0.0000,WHO GHO vs World Bank WDI
SVK,2017,sanitation_safely_managed,82.8473,82.8473,0.0000,WHO GHO vs World Bank WDI
SVK,2017,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2018,water_basic,99.7878,99.7878,0.0000,WHO GHO vs World Bank WDI
SVK,2018,water_safely_managed,99.2247,99.2247,0.0000,WHO GHO vs World Bank WDI
SVK,2018,sanitation_basic,97.5318,97.5318,0.0000,WHO GHO vs World Bank WDI
SVK,2018,sanitation_safely_managed,82.9185,82.9185,0.0000,WHO GHO vs World Bank WDI
SVK,2018,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2019,water_basic,99.7878,99.7878,0.0000,WHO GHO vs World Bank WDI
SVK,2019,water_safely_managed,99.2825,99.2825,0.0000,WHO GHO vs World Bank WDI
SVK,2019,sanitation_basic,97.5318,97.5318,0.0000,WHO GHO vs World Bank WDI
SVK,2019,sanitation_safely_managed,82.9935,82.9935,0.0000,WHO GHO vs World Bank WDI
SVK,2019,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2020,water_basic,99.7877,99.7877,0.0000,WHO GHO vs World Bank WDI
SVK,2020,water_safely_managed,99.3403,99.3403,0.0000,WHO GHO vs World Bank WDI
SVK,2020,sanitation_basic,97.5326,97.5326,0.0000,WHO GHO vs World Bank WDI
SVK,2020,sanitation_safely_managed,83.0721,83.0721,0.0000,WHO GHO vs World Bank WDI
SVK,2020,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2021,water_basic,99.7875,99.7875,0.0000,WHO GHO vs World Bank WDI
SVK,2021,water_safely_managed,99.3981,99.3981,0.0000,WHO GHO vs World Bank WDI
SVK,2021,sanitation_basic,97.5341,97.5341,0.0000,WHO GHO vs World Bank WDI
SVK,2021,sanitation_safely_managed,83.1547,83.1547,0.0000,WHO GHO vs World Bank WDI
SVK,2021,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2022,water_basic,99.7871,99.7871,0.0000,WHO GHO vs World Bank WDI
SVK,2022,water_safely_managed,99.4559,99.4559,0.0000,WHO GHO vs World Bank WDI
SVK,2022,sanitation_basic,97.5364,97.5364,0.0000,WHO GHO vs World Bank WDI
SVK,2022,sanitation_safely_managed,83.2411,83.2411,0.0000,WHO GHO vs World Bank WDI
SVK,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2023,water_basic,99.7866,99.7866,0.0000,WHO GHO vs World Bank WDI
SVK,2023,water_safely_managed,99.5137,99.5137,0.0000,WHO GHO vs World Bank WDI
SVK,2023,sanitation_basic,97.5393,97.5393,0.0000,WHO GHO vs World Bank WDI
SVK,2023,sanitation_safely_managed,83.3314,83.3314,0.0000,WHO GHO vs World Bank WDI
SVK,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVK,2024,water_basic,99.7861,99.7861,0.0000,WHO GHO vs World Bank WDI
SVK,2024,water_safely_managed,99.5716,99.5716,0.0000,WHO GHO vs World Bank WDI
SVK,2024,sanitation_basic,97.5430,97.5430,0.0000,WHO GHO vs World Bank WDI
SVK,2024,sanitation_safely_managed,83.4254,83.4254,0.0000,WHO GHO vs World Bank WDI
SVK,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2000,water_basic,99.6892,99.6892,0.0000,WHO GHO vs World Bank WDI
SVN,2000,water_safely_managed,91.8356,91.8356,0.0000,WHO GHO vs World Bank WDI
SVN,2000,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2000,sanitation_safely_managed,41.5643,41.5643,0.0000,WHO GHO vs World Bank WDI
SVN,2000,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2001,water_basic,99.6842,99.6842,0.0000,WHO GHO vs World Bank WDI
SVN,2001,water_safely_managed,91.8310,91.8310,0.0000,WHO GHO vs World Bank WDI
SVN,2001,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2001,sanitation_safely_managed,43.5137,43.5137,0.0000,WHO GHO vs World Bank WDI
SVN,2001,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2002,water_basic,99.6793,99.6793,0.0000,WHO GHO vs World Bank WDI
SVN,2002,water_safely_managed,91.8264,91.8264,0.0000,WHO GHO vs World Bank WDI
SVN,2002,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2002,sanitation_safely_managed,45.5130,45.5130,0.0000,WHO GHO vs World Bank WDI
SVN,2002,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2003,water_basic,99.6743,99.6743,0.0000,WHO GHO vs World Bank WDI
SVN,2003,water_safely_managed,91.8219,91.8219,0.0000,WHO GHO vs World Bank WDI
SVN,2003,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2003,sanitation_safely_managed,47.5628,47.5628,0.0000,WHO GHO vs World Bank WDI
SVN,2003,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2004,water_basic,99.6693,99.6693,0.0000,WHO GHO vs World Bank WDI
SVN,2004,water_safely_managed,91.8173,91.8173,0.0000,WHO GHO vs World Bank WDI
SVN,2004,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2004,sanitation_safely_managed,49.6635,49.6635,0.0000,WHO GHO vs World Bank WDI
SVN,2004,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2005,water_basic,99.6643,99.6643,0.0000,WHO GHO vs World Bank WDI
SVN,2005,water_safely_managed,91.8127,91.8127,0.0000,WHO GHO vs World Bank WDI
SVN,2005,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2005,sanitation_safely_managed,51.8157,51.8157,0.0000,WHO GHO vs World Bank WDI
SVN,2005,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2006,water_basic,99.6593,99.6593,0.0000,WHO GHO vs World Bank WDI
SVN,2006,water_safely_managed,91.8081,91.8081,0.0000,WHO GHO vs World Bank WDI
SVN,2006,sanitation_basic,99.1117,99.1117,0.0000,WHO GHO vs World Bank WDI
SVN,2006,sanitation_safely_managed,54.0314,54.0314,0.0000,WHO GHO vs World Bank WDI
SVN,2006,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2007,water_basic,99.6543,99.6543,0.0000,WHO GHO vs World Bank WDI
SVN,2007,water_safely_managed,91.8035,91.8035,0.0000,WHO GHO vs World Bank WDI
SVN,2007,sanitation_basic,99.0583,99.0583,0.0000,WHO GHO vs World Bank WDI
SVN,2007,sanitation_safely_managed,56.2559,56.2559,0.0000,WHO GHO vs World Bank WDI
SVN,2007,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2008,water_basic,99.6494,99.6494,0.0000,WHO GHO vs World Bank WDI
SVN,2008,water_safely_managed,91.7989,91.7989,0.0000,WHO GHO vs World Bank WDI
SVN,2008,sanitation_basic,99.0049,99.0049,0.0000,WHO GHO vs World Bank WDI
SVN,2008,sanitation_safely_managed,58.5388,58.5388,0.0000,WHO GHO vs World Bank WDI
SVN,2008,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2009,water_basic,99.6444,99.6444,0.0000,WHO GHO vs World Bank WDI
SVN,2009,water_safely_managed,91.7943,91.7943,0.0000,WHO GHO vs World Bank WDI
SVN,2009,sanitation_basic,98.9516,98.9516,0.0000,WHO GHO vs World Bank WDI
SVN,2009,sanitation_safely_managed,60.9752,60.9752,0.0000,WHO GHO vs World Bank WDI
SVN,2009,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2010,water_basic,99.6394,99.6394,0.0000,WHO GHO vs World Bank WDI
SVN,2010,water_safely_managed,92.3628,92.3628,0.0000,WHO GHO vs World Bank WDI
SVN,2010,sanitation_basic,98.8982,98.8982,0.0000,WHO GHO vs World Bank WDI
SVN,2010,sanitation_safely_managed,63.4631,63.4631,0.0000,WHO GHO vs World Bank WDI
SVN,2010,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2011,water_basic,99.6344,99.6344,0.0000,WHO GHO vs World Bank WDI
SVN,2011,water_safely_managed,92.9313,92.9313,0.0000,WHO GHO vs World Bank WDI
SVN,2011,sanitation_basic,98.8448,98.8448,0.0000,WHO GHO vs World Bank WDI
SVN,2011,sanitation_safely_managed,66.0030,66.0030,0.0000,WHO GHO vs World Bank WDI
SVN,2011,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2012,water_basic,99.6294,99.6294,0.0000,WHO GHO vs World Bank WDI
SVN,2012,water_safely_managed,93.4997,93.4997,0.0000,WHO GHO vs World Bank WDI
SVN,2012,sanitation_basic,98.7915,98.7915,0.0000,WHO GHO vs World Bank WDI
SVN,2012,sanitation_safely_managed,68.5953,68.5953,0.0000,WHO GHO vs World Bank WDI
SVN,2012,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2013,water_basic,99.6244,99.6244,0.0000,WHO GHO vs World Bank WDI
SVN,2013,water_safely_managed,94.0680,94.0680,0.0000,WHO GHO vs World Bank WDI
SVN,2013,sanitation_basic,98.7381,98.7381,0.0000,WHO GHO vs World Bank WDI
SVN,2013,sanitation_safely_managed,71.2406,71.2406,0.0000,WHO GHO vs World Bank WDI
SVN,2013,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2014,water_basic,99.6195,99.6195,0.0000,WHO GHO vs World Bank WDI
SVN,2014,water_safely_managed,94.6363,94.6363,0.0000,WHO GHO vs World Bank WDI
SVN,2014,sanitation_basic,98.6847,98.6847,0.0000,WHO GHO vs World Bank WDI
SVN,2014,sanitation_safely_managed,73.9391,73.9391,0.0000,WHO GHO vs World Bank WDI
SVN,2014,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2015,water_basic,99.6145,99.6145,0.0000,WHO GHO vs World Bank WDI
SVN,2015,water_safely_managed,95.2045,95.2045,0.0000,WHO GHO vs World Bank WDI
SVN,2015,sanitation_basic,98.6314,98.6314,0.0000,WHO GHO vs World Bank WDI
SVN,2015,sanitation_safely_managed,76.6915,76.6915,0.0000,WHO GHO vs World Bank WDI
SVN,2015,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2016,water_basic,99.6095,99.6095,0.0000,WHO GHO vs World Bank WDI
SVN,2016,water_safely_managed,95.7727,95.7727,0.0000,WHO GHO vs World Bank WDI
SVN,2016,sanitation_basic,98.5780,98.5780,0.0000,WHO GHO vs World Bank WDI
SVN,2016,sanitation_safely_managed,79.4980,79.4980,0.0000,WHO GHO vs World Bank WDI
SVN,2016,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2017,water_basic,99.6045,99.6045,0.0000,WHO GHO vs World Bank WDI
SVN,2017,water_safely_managed,96.3408,96.3408,0.0000,WHO GHO vs World Bank WDI
SVN,2017,sanitation_basic,98.5246,98.5246,0.0000,WHO GHO vs World Bank WDI
SVN,2017,sanitation_safely_managed,81.4642,81.4642,0.0000,WHO GHO vs World Bank WDI
SVN,2017,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2018,water_basic,99.5995,99.5995,0.0000,WHO GHO vs World Bank WDI
SVN,2018,water_safely_managed,96.9089,96.9089,0.0000,WHO GHO vs World Bank WDI
SVN,2018,sanitation_basic,98.4713,98.4713,0.0000,WHO GHO vs World Bank WDI
SVN,2018,sanitation_safely_managed,82.4431,82.4431,0.0000,WHO GHO vs World Bank WDI
SVN,2018,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2019,water_basic,99.5945,99.5945,0.0000,WHO GHO vs World Bank WDI
SVN,2019,water_safely_managed,97.4769,97.4769,0.0000,WHO GHO vs World Bank WDI
SVN,2019,sanitation_basic,98.4179,98.4179,0.0000,WHO GHO vs World Bank WDI
SVN,2019,sanitation_safely_managed,83.4265,83.4265,0.0000,WHO GHO vs World Bank WDI
SVN,2019,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2020,water_basic,99.5895,99.5895,0.0000,WHO GHO vs World Bank WDI
SVN,2020,water_safely_managed,98.0448,98.0448,0.0000,WHO GHO vs World Bank WDI
SVN,2020,sanitation_basic,98.3645,98.3645,0.0000,WHO GHO vs World Bank WDI
SVN,2020,sanitation_safely_managed,83.7379,83.7379,0.0000,WHO GHO vs World Bank WDI
SVN,2020,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2021,water_basic,99.5846,99.5846,0.0000,WHO GHO vs World Bank WDI
SVN,2021,water_safely_managed,98.6127,98.6127,0.0000,WHO GHO vs World Bank WDI
SVN,2021,sanitation_basic,98.3112,98.3112,0.0000,WHO GHO vs World Bank WDI
SVN,2021,sanitation_safely_managed,83.9201,83.9201,0.0000,WHO GHO vs World Bank WDI
SVN,2021,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2022,water_basic,99.5796,99.5796,0.0000,WHO GHO vs World Bank WDI
SVN,2022,water_safely_managed,99.1805,99.1805,0.0000,WHO GHO vs World Bank WDI
SVN,2022,sanitation_basic,98.3112,98.3112,0.0000,WHO GHO vs World Bank WDI
SVN,2022,sanitation_safely_managed,84.1291,84.1291,0.0000,WHO GHO vs World Bank WDI
SVN,2022,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2023,water_basic,99.5746,99.5746,0.0000,WHO GHO vs World Bank WDI
SVN,2023,water_safely_managed,99.5746,99.5746,0.0000,WHO GHO vs World Bank WDI
SVN,2023,sanitation_basic,98.3112,98.3112,0.0000,WHO GHO vs World Bank WDI
SVN,2023,sanitation_safely_managed,84.3366,84.3366,0.0000,WHO GHO vs World Bank WDI
SVN,2023,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SVN,2024,water_basic,99.5746,99.5746,0.0000,WHO GHO vs World Bank WDI
SVN,2024,water_safely_managed,99.5746,99.5746,0.0000,WHO GHO vs World Bank WDI
SVN,2024,sanitation_basic,98.3112,98.3112,0.0000,WHO GHO vs World Bank WDI
SVN,2024,sanitation_safely_managed,84.5426,84.5426,0.0000,WHO GHO vs World Bank WDI
SVN,2024,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2000,water_basic,99.4844,99.4844,0.0000,WHO GHO vs World Bank WDI
SWE,2000,water_safely_managed,99.4017,99.4017,0.0000,WHO GHO vs World Bank WDI
SWE,2000,sanitation_basic,99.2348,99.2348,0.0000,WHO GHO vs World Bank WDI
SWE,2000,sanitation_safely_managed,95.1391,95.1391,0.0000,WHO GHO vs World Bank WDI
SWE,2000,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2001,water_basic,99.4964,99.4964,0.0000,WHO GHO vs World Bank WDI
SWE,2001,water_safely_managed,99.4137,99.4137,0.0000,WHO GHO vs World Bank WDI
SWE,2001,sanitation_basic,99.2332,99.2332,0.0000,WHO GHO vs World Bank WDI
SWE,2001,sanitation_safely_managed,95.1605,95.1605,0.0000,WHO GHO vs World Bank WDI
SWE,2001,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2002,water_basic,99.5085,99.5085,0.0000,WHO GHO vs World Bank WDI
SWE,2002,water_safely_managed,99.4259,99.4259,0.0000,WHO GHO vs World Bank WDI
SWE,2002,sanitation_basic,99.2277,99.2277,0.0000,WHO GHO vs World Bank WDI
SWE,2002,sanitation_safely_managed,95.1787,95.1787,0.0000,WHO GHO vs World Bank WDI
SWE,2002,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2003,water_basic,99.5207,99.5207,0.0000,WHO GHO vs World Bank WDI
SWE,2003,water_safely_managed,99.4380,99.4380,0.0000,WHO GHO vs World Bank WDI
SWE,2003,sanitation_basic,99.2052,99.2052,0.0000,WHO GHO vs World Bank WDI
SWE,2003,sanitation_safely_managed,95.1800,95.1800,0.0000,WHO GHO vs World Bank WDI
SWE,2003,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2004,water_basic,99.5327,99.5327,0.0000,WHO GHO vs World Bank WDI
SWE,2004,water_safely_managed,99.4500,99.4500,0.0000,WHO GHO vs World Bank WDI
SWE,2004,sanitation_basic,99.1826,99.1826,0.0000,WHO GHO vs World Bank WDI
SWE,2004,sanitation_safely_managed,95.1811,95.1811,0.0000,WHO GHO vs World Bank WDI
SWE,2004,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2005,water_basic,99.5447,99.5447,0.0000,WHO GHO vs World Bank WDI
SWE,2005,water_safely_managed,99.4620,99.4620,0.0000,WHO GHO vs World Bank WDI
SWE,2005,sanitation_basic,99.1600,99.1600,0.0000,WHO GHO vs World Bank WDI
SWE,2005,sanitation_safely_managed,95.1822,95.1822,0.0000,WHO GHO vs World Bank WDI
SWE,2005,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2006,water_basic,99.5571,99.5571,0.0000,WHO GHO vs World Bank WDI
SWE,2006,water_safely_managed,99.4744,99.4744,0.0000,WHO GHO vs World Bank WDI
SWE,2006,sanitation_basic,99.1375,99.1375,0.0000,WHO GHO vs World Bank WDI
SWE,2006,sanitation_safely_managed,95.1856,95.1856,0.0000,WHO GHO vs World Bank WDI
SWE,2006,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2007,water_basic,99.5698,99.5698,0.0000,WHO GHO vs World Bank WDI
SWE,2007,water_safely_managed,99.4871,99.4871,0.0000,WHO GHO vs World Bank WDI
SWE,2007,sanitation_basic,99.1149,99.1149,0.0000,WHO GHO vs World Bank WDI
SWE,2007,sanitation_safely_managed,95.1910,95.1910,0.0000,WHO GHO vs World Bank WDI
SWE,2007,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2008,water_basic,99.5824,99.5824,0.0000,WHO GHO vs World Bank WDI
SWE,2008,water_safely_managed,99.4997,99.4997,0.0000,WHO GHO vs World Bank WDI
SWE,2008,sanitation_basic,99.0923,99.0923,0.0000,WHO GHO vs World Bank WDI
SWE,2008,sanitation_safely_managed,95.1964,95.1964,0.0000,WHO GHO vs World Bank WDI
SWE,2008,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2009,water_basic,99.5949,99.5949,0.0000,WHO GHO vs World Bank WDI
SWE,2009,water_safely_managed,99.5122,99.5122,0.0000,WHO GHO vs World Bank WDI
SWE,2009,sanitation_basic,99.0696,99.0696,0.0000,WHO GHO vs World Bank WDI
SWE,2009,sanitation_safely_managed,95.2016,95.2016,0.0000,WHO GHO vs World Bank WDI
SWE,2009,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2010,water_basic,99.6072,99.6072,0.0000,WHO GHO vs World Bank WDI
SWE,2010,water_safely_managed,99.5314,99.5314,0.0000,WHO GHO vs World Bank WDI
SWE,2010,sanitation_basic,99.0469,99.0469,0.0000,WHO GHO vs World Bank WDI
SWE,2010,sanitation_safely_managed,95.2067,95.2067,0.0000,WHO GHO vs World Bank WDI
SWE,2010,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2011,water_basic,99.6200,99.6200,0.0000,WHO GHO vs World Bank WDI
SWE,2011,water_safely_managed,99.5510,99.5510,0.0000,WHO GHO vs World Bank WDI
SWE,2011,sanitation_basic,99.0241,99.0241,0.0000,WHO GHO vs World Bank WDI
SWE,2011,sanitation_safely_managed,95.2156,95.2156,0.0000,WHO GHO vs World Bank WDI
SWE,2011,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2012,water_basic,99.6332,99.6332,0.0000,WHO GHO vs World Bank WDI
SWE,2012,water_safely_managed,99.5711,99.5711,0.0000,WHO GHO vs World Bank WDI
SWE,2012,sanitation_basic,99.0012,99.0012,0.0000,WHO GHO vs World Bank WDI
SWE,2012,sanitation_safely_managed,95.2281,95.2281,0.0000,WHO GHO vs World Bank WDI
SWE,2012,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2013,water_basic,99.6461,99.6461,0.0000,WHO GHO vs World Bank WDI
SWE,2013,water_safely_managed,99.5909,99.5909,0.0000,WHO GHO vs World Bank WDI
SWE,2013,sanitation_basic,98.9782,98.9782,0.0000,WHO GHO vs World Bank WDI
SWE,2013,sanitation_safely_managed,95.2401,95.2401,0.0000,WHO GHO vs World Bank WDI
SWE,2013,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2014,water_basic,99.6587,99.6587,0.0000,WHO GHO vs World Bank WDI
SWE,2014,water_safely_managed,99.6103,99.6103,0.0000,WHO GHO vs World Bank WDI
SWE,2014,sanitation_basic,98.9551,98.9551,0.0000,WHO GHO vs World Bank WDI
SWE,2014,sanitation_safely_managed,95.2517,95.2517,0.0000,WHO GHO vs World Bank WDI
SWE,2014,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2015,water_basic,99.6710,99.6710,0.0000,WHO GHO vs World Bank WDI
SWE,2015,water_safely_managed,99.6295,99.6295,0.0000,WHO GHO vs World Bank WDI
SWE,2015,sanitation_basic,98.9319,98.9319,0.0000,WHO GHO vs World Bank WDI
SWE,2015,sanitation_safely_managed,95.2630,95.2630,0.0000,WHO GHO vs World Bank WDI
SWE,2015,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2016,water_basic,99.6830,99.6830,0.0000,WHO GHO vs World Bank WDI
SWE,2016,water_safely_managed,99.6485,99.6485,0.0000,WHO GHO vs World Bank WDI
SWE,2016,sanitation_basic,98.9086,98.9086,0.0000,WHO GHO vs World Bank WDI
SWE,2016,sanitation_safely_managed,95.2739,95.2739,0.0000,WHO GHO vs World Bank WDI
SWE,2016,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2017,water_basic,99.6948,99.6948,0.0000,WHO GHO vs World Bank WDI
SWE,2017,water_safely_managed,99.6671,99.6671,0.0000,WHO GHO vs World Bank WDI
SWE,2017,sanitation_basic,98.8853,98.8853,0.0000,WHO GHO vs World Bank WDI
SWE,2017,sanitation_safely_managed,95.2844,95.2844,0.0000,WHO GHO vs World Bank WDI
SWE,2017,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2018,water_basic,99.7063,99.7063,0.0000,WHO GHO vs World Bank WDI
SWE,2018,water_safely_managed,99.6855,99.6855,0.0000,WHO GHO vs World Bank WDI
SWE,2018,sanitation_basic,98.8619,98.8619,0.0000,WHO GHO vs World Bank WDI
SWE,2018,sanitation_safely_managed,95.2945,95.2945,0.0000,WHO GHO vs World Bank WDI
SWE,2018,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2019,water_basic,99.7176,99.7176,0.0000,WHO GHO vs World Bank WDI
SWE,2019,water_safely_managed,99.7037,99.7037,0.0000,WHO GHO vs World Bank WDI
SWE,2019,sanitation_basic,98.8384,98.8384,0.0000,WHO GHO vs World Bank WDI
SWE,2019,sanitation_safely_managed,95.3040,95.3040,0.0000,WHO GHO vs World Bank WDI
SWE,2019,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2020,water_basic,99.7286,99.7286,0.0000,WHO GHO vs World Bank WDI
SWE,2020,water_safely_managed,99.7216,99.7216,0.0000,WHO GHO vs World Bank WDI
SWE,2020,sanitation_basic,98.8148,98.8148,0.0000,WHO GHO vs World Bank WDI
SWE,2020,sanitation_safely_managed,95.3131,95.3131,0.0000,WHO GHO vs World Bank WDI
SWE,2020,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2021,water_basic,99.7394,99.7394,0.0000,WHO GHO vs World Bank WDI
SWE,2021,water_safely_managed,99.7392,99.7392,0.0000,WHO GHO vs World Bank WDI
SWE,2021,sanitation_basic,98.7912,98.7912,0.0000,WHO GHO vs World Bank WDI
SWE,2021,sanitation_safely_managed,95.3218,95.3218,0.0000,WHO GHO vs World Bank WDI
SWE,2021,open_defecation,0.0000,0.0000,0.0000,WHO GHO (rounded) vs World Bank WDI
SWE,2022,water_basic,99.7499,99.7499,0.0000,WHO GHO vs World Bank WDI
