landing_point_id,name,longitude,latitude,source
morro-bay-ca-united-states,Morro Bay  CA  United States,-120.84720343661348,35.3666813511006,"TeleGeography Submarine Cable Map, submarinecablemap.com"
porthcurno-united-kingdom,Porthcurno  United Kingdom,-5.654511602696961,50.043048657721435,"TeleGeography Submarine Cable Map, submarinecablemap.com"
estepona-spain,Estepona  Spain,-5.145869384899948,36.42710220192439,"TeleGeography Submarine Cable Map, submarinecablemap.com"
fujairah-united-arab-emirates,Fujairah  United Arab Emirates,56.33372573425405,25.12169311729696,"TeleGeography Submarine Cable Map, submarinecablemap.com"
penang-malaysia,Penang  Malaysia,100.40982400223058,5.368393581488473,"TeleGeography Submarine Cable Map, submarinecablemap.com"
songkhla-thailand,Songkhla  Thailand,100.5951000000003,7.198819999999446,"TeleGeography Submarine Cable Map, submarinecablemap.com"
island-park-ny-united-states,Island Park  NY  United States,-73.6559282736054,40.60030327678829,"TeleGeography Submarine Cable Map, submarinecablemap.com"
danang-vietnam,Danang  Vietnam,108.21474366875417,16.051559827539638,"TeleGeography Submarine Cable Map, submarinecablemap.com"
mersing-malaysia,Mersing  Malaysia,103.84990301084824,2.295511672819276,"TeleGeography Submarine Cable Map, submarinecablemap.com"
tuas-singapore,Tuas  Singapore,103.64707112328632,1.338192522185158,"TeleGeography Submarine Cable Map, submarinecablemap.com"
tuckerton-nj-united-states,Tuckerton  NJ  United States,-74.33791021235805,39.60388495499803,"TeleGeography Submarine Cable Map, submarinecablemap.com"
boca-raton-fl-united-states,Boca Raton  FL  United States,-80.08894373592818,26.350323169523403,"TeleGeography Submarine Cable Map, submarinecablemap.com"
brookhaven-ny-united-states,Brookhaven  NY  United States,-72.91227645666531,40.773148001414974,"TeleGeography Submarine Cable Map, submarinecablemap.com"
grover-beach-ca-united-states,Grover Beach  CA  United States,-120.62142234655879,35.1206334382351,"TeleGeography Submarine Cable Map, submarinecablemap.com"
tijuana-mexico,Tijuana  Mexico,-117.03822175993173,32.53084977596535,"TeleGeography Submarine Cable Map, submarinecablemap.com"
northport-ny-united-states,Northport  NY  United States,-73.34411208824892,40.90945509894606,"TeleGeography Submarine Cable Map, submarinecablemap.com"
takapuna-new-zealand,Takapuna  New Zealand,174.76791917811025,-36.78796527793357,"TeleGeography Submarine Cable Map, submarinecablemap.com"
whenuapai-new-zealand,Whenuapai  New Zealand,174.6233880304975,-36.788806016342754,"TeleGeography Submarine Cable Map, submarinecablemap.com"
valparaso-chile,Valparaíso  Chile,-71.62048049678572,-33.045765558769304,"TeleGeography Submarine Cable Map, submarinecablemap.com"
lurin-peru,Lurin  Peru,-76.87428536869109,-12.278527239265857,"TeleGeography Submarine Cable Map, submarinecablemap.com"
rio-de-janeiro-brazil,Rio de Janeiro  Brazil,-43.209563123346165,-22.90339400756494,"TeleGeography Submarine Cable Map, submarinecablemap.com"
santos-brazil,Santos  Brazil,-46.32806677354495,-23.961845467703107,"TeleGeography Submarine Cable Map, submarinecablemap.com"
